date_of_fight,idk_column,player1_name,player1_team,player2_name,player2_team,winner
01/31/10,1 Pd 11:1,Cody McLeod,COL,Aaron Voros,NYR,Voted winner: Cody McLeod (63.2%) - Voted rating: 5.73
01/30/10,3 Pd 3:8,Jarome Iginla,CAL,Sheldon Souray,EDM,Voted winner: Jarome Iginla (32.5%) - Voted rating: 5.42
01/30/10,1 Pd 10:35,Mark Giordano,CAL,Shawn Horcoff,EDM,Voted winner: Mark Giordano (60.7%) - Voted rating: 5.45
01/30/10,2 Pd 3:10,Brad Winchester,STL,Jared Boll,CBJ,Voted winner: Jared Boll (27.8%) - Voted rating: 5.23
01/30/10,1 Pd 4:22,Colton Orr,TOR,Darcy Hordichuk,VAN,Voted winner: Colton Orr (36.1%) - Voted rating: 6.45
01/30/10,2 Pd 4:58,Mark Stuart,BOS,Wayne Simmonds,LAK,Voted winner: Wayne Simmonds (30.2%) - Voted rating: 3.85
01/29/10,2 Pd 7:28,Zenon Konopka,TBL,Troy Bodie,ANA,Voted winner: Zenon Konopka (67.3%) - Voted rating: 3.58
01/29/10,1 Pd 2:25,Matt Walker,TBL,George Parros,ANA,Voted winner: George Parros (49.6%) - Voted rating: 4.18
01/28/10,3 Pd 11:19,Arron Asham,PHI,Chris Thorburn,ATL,Voted winner: Arron Asham (67.4%) - Voted rating: 3.99
01/27/10,1 Pd 8:17,Mark Fistric,DAL,Eric Nystrom,CAL,Voted winner: Mark Fistric (81.3%) - Voted rating: 4.13
01/27/10,2 Pd 9:51,Matt Smaby,TBL,Ryan O'Byrne,MON,Voted winner: Ryan O'Byrne (58.4%) - Voted rating: 3.58
01/27/10,3 Pd 6:24,Matt Bradley,WAS,Mike Brown,ANA,Voted winner: Matt Bradley (73.4%) - Voted rating: 4.16
01/26/10,1 Pd 7:2,Chris Thorburn,ATL,Mike Brown,ANA,Voted winner: Chris Thorburn (19.8%) - Voted rating: 4.03
01/25/10,2 Pd 3:12,Brandon Prust,CAL,Cam Janssen,STL,Voted winner: Cam Janssen (50.2%) - Voted rating: 6.07
01/25/10,1 Pd 2:17,Brian McGrattan,CAL,Cam Janssen,STL,Voted winner: Brian McGrattan (84.7%) - Voted rating: 6.02
01/24/10,3 Pd 8:15,Chris Durno,COL,Brian Sutherby,DAL,Voted winner: Chris Durno (58.8%) - Voted rating: 3.12
01/24/10,1 Pd 19:15,Darroll Powe,PHI,Kris Letang,PIT,Voted winner: Kris Letang (48.8%) - Voted rating: 3.56
01/23/10,1 Pd 18:53,Ryan Kesler,VAN,Andrew Ladd,CHI,Voted winner: Andrew Ladd (76.5%) - Voted rating: 3.58
01/23/10,3 Pd 9:10,Nick Schultz,MIN,Rick Nash,CBJ,Voted winner: Rick Nash (25%) - Voted rating: 2.74
01/23/10,2 Pd 4:46,Derek Boogaard,MIN,Jared Boll,CBJ,Voted winner: Derek Boogaard (95.3%) - Voted rating: 5.73
01/23/10,1 Pd 14:32,Brad Winchester,STL,Troy Bodie,ANA,Voted winner: Brad Winchester (26.4%) - Voted rating: 3.34
01/23/10,1 Pd 5:28,Zenon Konopka,TBL,Boris Valabik,ATL,Voted winner: Boris Valabik (87.5%) - Voted rating: 4.6
01/23/10,2 Pd 18:32,Matt Walker,TBL,Eric Boulton,ATL,Voted winner: Matt Walker (65.6%) - Voted rating: 5.58
01/23/10,3 Pd 12:19,Ryan O'Byrne,MON,Aaron Voros,NYR,Voted winner: Ryan O'Byrne (68.4%) - Voted rating: 6.88
01/23/10,2 Pd 13:26,Ian Laperriere,PHI,Tom Kostopoulos,CAR,Voted winner: Ian Laperriere (92.4%) - Voted rating: 4.01
01/23/10,1 Pd 5:49,Ian Laperriere,PHI,Andrew Alberts,CAR,Voted winner: Ian Laperriere (43.8%) - Voted rating: 4.68
01/22/10,1 Pd 2:24,Jason Strudwick,EDM,Krys Barch,DAL,Voted winner: Jason Strudwick (62.4%) - Voted rating: 4.97
01/22/10,1 Pd 19:23,Wojtek Wolski,COL,Steve Sullivan,NSH,Voted winner: Wojtek Wolski (68.5%) - Voted rating: 3.48
01/22/10,1 Pd 11:41,David Koci,COL,Wade Belak,NSH,Voted winner: David Koci (51.8%) - Voted rating: 6.15
01/22/10,3 Pd 2:5,Mark Fraser,NJD,Matt D'Agostini,MON,Voted winner: Mark Fraser (93.3%) - Voted rating: 5.8
01/21/10,1 Pd 3:53,Ryane Clowe,SJS,George Parros,ANA,Voted winner: Ryane Clowe (97.5%) - Voted rating: 6.47
01/21/10,1 Pd 10:29,Brad Staubitz,SJS,Nick Boynton,ANA,Voted winner: Brad Staubitz (69.4%) - Voted rating: 5.42
01/21/10,2 Pd 6:3,Steve Bernier,VAN,Mark Fistric,DAL,Voted winner: Mark Fistric (48.7%) - Voted rating: 4.16
01/21/10,3 Pd 0:3,Arron Asham,PHI,Aaron Voros,NYR,Voted winner: Aaron Voros (34.1%) - Voted rating: 3.81
01/21/10,2 Pd 5:43,Dan Carcillo,PHI,Marian Gaborik,NYR,Voted winner: Dan Carcillo (81.7%) - Voted rating: 4.62
01/21/10,2 Pd 19:0,Dan Carcillo,PHI,Sean Avery,NYR,Voted winner: Sean Avery (63.4%) - Voted rating: 5.13
01/21/10,2 Pd 12:18,Scott Hartnell,PHI,Sean Avery,NYR,Voted winner: Scott Hartnell (89.7%) - Voted rating: 5.02
01/21/10,2 Pd 5:43,Dan Carcillo,PHI,Marian Gaborik,NYR,Voted winner: Dan Carcillo (81.7%) - Voted rating: 4.62
01/21/10,2 Pd 19:0,Dan Carcillo,PHI,Sean Avery,NYR,Voted winner: Sean Avery (63.4%) - Voted rating: 5.13
01/21/10,1 Pd 13:56,Matt Walker,TBL,Colton Orr,TOR,Voted winner: Colton Orr (28.2%) - Voted rating: 2.6
01/21/10,1 Pd 15:50,Milan Lucic,BOS,Jared Boll,CBJ,Voted winner: Jared Boll (56.7%) - Voted rating: 6.29
01/20/10,1 Pd 1:40,Travis Moen,MON,B.J. Crombeen,STL,Voted winner: Travis Moen (51%) - Voted rating: 5.18
01/19/10,1 Pd 0:10,Aaron Voros,NYR,Zenon Konopka,TBL,Voted winner: Aaron Voros (31.1%) - Voted rating: 5.16
01/19/10,3 Pd 14:28,Aaron Voros,NYR,Ryan Malone,TBL,Voted winner: Ryan Malone (91.3%) - Voted rating: 5.43
01/19/10,3 Pd 18:15,Brandon Dubinsky,NYR,Jeff Halpern,TBL,Voted winner: Brandon Dubinsky (89.9%) - Voted rating: 4.19
01/19/10,2 Pd 10:28,Ian Laperriere,PHI,Mathieu Roy,CBJ,Voted winner: Mathieu Roy (44.8%) - Voted rating: 5.47
01/18/10,3 Pd 12:26,Torrey Mitchell,SJS,Rene Bourque,CAL,Voted winner: Torrey Mitchell (47%) - Voted rating: 4.34
01/18/10,1 Pd 9:4,Brad Staubitz,SJS,Brandon Prust,CAL,Voted winner: Brad Staubitz (26.9%) - Voted rating: 5.45
01/18/10,1 Pd 9:30,Cody McLeod,COL,Zack Stortini,EDM,Voted winner: Zack Stortini (19.7%) - Voted rating: 3.8
01/17/10,1 Pd 6:14,Sheldon Brookbank,ANA,Brandon Prust,CAL,Voted winner: Sheldon Brookbank (29.3%) - Voted rating: 4.46
01/17/10,1 Pd 19:1,Kyle Chipchura,ANA,Eric Nystrom,CAL,Voted winner: Eric Nystrom (61.1%) - Voted rating: 6.3
01/17/10,2 Pd 15:2,Wade Redden,NYR,Benoit Pouliot,MON,Voted winner: Benoit Pouliot (66.7%) - Voted rating: 5.72
01/17/10,2 Pd 11:48,Sean Avery,NYR,Josh Gorges,MON,Voted winner: Sean Avery (56%) - Voted rating: 5.59
01/17/10,1 Pd 19:17,Patrick Eaves,DET,Kris Versteeg,CHI,Voted winner: Kris Versteeg (42.4%) - Voted rating: 7.33
01/16/10,1 Pd 2:49,Brandon Segal,LAK,Adam McQuaid,BOS,Voted winner: Adam McQuaid (64.8%) - Voted rating: 4.75
01/16/10,1 Pd 11:51,Raitis Ivanans,LAK,Shawn Thornton,BOS,Voted winner: Raitis Ivanans (48.8%) - Voted rating: 4.42
01/16/10,1 Pd 2:24,David Koci,COL,Andrew Peters,NJD,Voted winner: Andrew Peters (51.3%) - Voted rating: 5.51
01/16/10,2 Pd 13:13,Matt Hendricks,COL,Rod Pelley,NJD,Voted winner: Rod Pelley (73.2%) - Voted rating: 5.18
01/16/10,2 Pd 3:44,Ryan Wilson,COL,Mark Fraser,NJD,Voted winner: Mark Fraser (32.6%) - Voted rating: 6.14
01/15/10,1 Pd 2:11,Brian McGrattan,CAL,Wade Belak,NSH,Voted winner: Brian McGrattan (79.1%) - Voted rating: 5.26
01/15/10,3 Pd 17:22,Jason Chimera,WAS,Jay Rosehill,TOR,Voted winner: Jay Rosehill (66.7%) - Voted rating: 3.78
01/15/10,3 Pd 14:0,Shaone Morrisonn,WAS,Colton Orr,TOR,Voted winner: Colton Orr (52.7%) - Voted rating: 2.73
01/14/10,3 Pd 10:33,Wayne Simmonds,LAK,Sheldon Brookbank,ANA,Voted winner: Sheldon Brookbank (78.6%) - Voted rating: 4.73
01/14/10,3 Pd 15:20,Raitis Ivanans,LAK,Ryan Carter,ANA,Voted winner: Raitis Ivanans (87.4%) - Voted rating: 3.84
01/14/10,2 Pd 19:57,Wayne Simmonds,LAK,Ryan Getzlaf,ANA,Voted winner: Wayne Simmonds (73.8%) - Voted rating: 3.52
01/14/10,1 Pd 3:25,Donald Brashear,NYR,Matt Carkner,OTT,Voted winner: Matt Carkner (45.3%) - Voted rating: 2.58
01/14/10,1 Pd 11:44,Donald Brashear,NYR,Matt Carkner,OTT,Voted winner: Matt Carkner (84.4%) - Voted rating: 5.4
01/13/10,1 Pd 19:16,Kyle Chipchura,ANA,Byron Bitz,BOS,Voted winner: Kyle Chipchura (42.4%) - Voted rating: 4.57
01/13/10,1 Pd 4:11,Troy Bodie,ANA,Adam McQuaid,BOS,Voted winner: Adam McQuaid (44.1%) - Voted rating: 6.64
01/13/10,2 Pd 6:31,Brian McGrattan,CAL,Eric Godard,PIT,Voted winner: Brian McGrattan (39.6%) - Voted rating: 7.08
01/13/10,2 Pd 18:32,Gregory Campbell,FLA,Jason Chimera,WAS,Voted winner: Jason Chimera (85.7%) - Voted rating: 4.49
01/13/10,3 Pd 14:54,Shane Hnidy,MIN,Tanner Glass,VAN,Voted winner: Shane Hnidy (35.7%) - Voted rating: 5.22
01/13/10,3 Pd 11:11,Derek Boogaard,MIN,Darcy Hordichuk,VAN,Voted winner: Derek Boogaard (39.8%) - Voted rating: 2.56
01/13/10,3 Pd 11:28,John Scott,MIN,Alexandre Bolduc,VAN,Voted winner: John Scott (96.6%) - Voted rating: 7.32
01/12/10,1 Pd 10:55,Erik Johnson,STL,Mike Commodore,CBJ,Voted winner: Mike Commodore (10.9%) - Voted rating: 1.78
01/12/10,1 Pd 6:32,Cam Janssen,STL,Jared Boll,CBJ,Voted winner: Cam Janssen (77.8%) - Voted rating: 6.61
01/12/10,1 Pd 10:55,David Backes,STL,Rick Nash,CBJ,Voted winner: Rick Nash (68.4%) - Voted rating: 4.26
01/12/10,1 Pd 16:59,B.J. Crombeen,STL,Alexandre Picard,CBJ,Voted winner: Draw (50%) - Voted rating: 3.58
01/12/10,3 Pd 16:17,Zenon Konopka,TBL,David Steckel,WAS,Voted winner: Zenon Konopka (93.9%) - Voted rating: 7.01
01/12/10,3 Pd 14:0,Steve Downie,TBL,Matt Bradley,WAS,Voted winner: Matt Bradley (37.6%) - Voted rating: 4.55
01/12/10,2 Pd 4:33,Eric Boulton,ATL,Chris Neil,OTT,Voted winner: Eric Boulton (83.3%) - Voted rating: 7.36
01/12/10,2 Pd 4:33,Eric Boulton,ATL,Chris Neil,OTT,Voted winner: Eric Boulton (83.3%) - Voted rating: 7.36
01/12/10,1 Pd 4:46,Boris Valabik,ATL,Shean Donovan,OTT,Voted winner: Shean Donovan (29.1%) - Voted rating: 2.09
01/11/10,1 Pd 0:20,Robyn Regehr,CAL,Chris Stewart,COL,Voted winner: Chris Stewart (82.8%) - Voted rating: 5.38
01/11/10,1 Pd 3:47,Brandon Prust,CAL,Cody McLeod,COL,Voted winner: Brandon Prust (90.4%) - Voted rating: 5.16
01/11/10,1 Pd 3:42,Brian McGrattan,CAL,David Koci,COL,Voted winner: Brian McGrattan (72.6%) - Voted rating: 8.75
01/09/10,3 Pd 15:40,Devin Setoguchi,SJS,Danny Cleary,DET,Voted winner: Devin Setoguchi (54.1%) - Voted rating: 2.62
01/09/10,3 Pd 1:57,Sean O'Donnell,LAK,Brad Winchester,STL,Voted winner: Brad Winchester (24.6%) - Voted rating: 2.56
01/09/10,1 Pd 6:42,Matt Greene,LAK,Brad Winchester,STL,Voted winner: Brad Winchester (38.6%) - Voted rating: 3
01/09/10,3 Pd 8:43,Matt Greene,LAK,B.J. Crombeen,STL,Voted winner: B.J. Crombeen (97.3%) - Voted rating: 4.41
01/09/10,1 Pd 17:21,Rick Rypien,VAN,Brandon Prust,CAL,Voted winner: Brandon Prust (41.8%) - Voted rating: 8.36
01/09/10,2 Pd 9:50,Rick Rypien,VAN,Brandon Prust,CAL,Voted winner: Rick Rypien (48.8%) - Voted rating: 7.71
01/09/10,1 Pd 12:58,Travis Moen,MON,Mark Fraser,NJD,Voted winner: Mark Fraser (27.7%) - Voted rating: 5.35
01/09/10,3 Pd 5:33,Zack Smith,OTT,Bryan Allen,FLA,Voted winner: Bryan Allen (73.8%) - Voted rating: 4.45
01/09/10,1 Pd 19:38,Scott Hartnell,PHI,Blair Jones,TBL,Voted winner: Scott Hartnell (56.3%) - Voted rating: 2.69
01/09/10,1 Pd 2:44,Steve Montador,BUF,Cody McLeod,COL,Voted winner: Cody McLeod (51.7%) - Voted rating: 4.24
01/09/10,1 Pd 2:1,Shawn Thornton,BOS,Donald Brashear,NYR,Voted winner: Shawn Thornton (78.2%) - Voted rating: 2.57
01/08/10,2 Pd 0:41,Tim Gleason,CAR,Chris Stewart,COL,Voted winner: Chris Stewart (49%) - Voted rating: 3.31
01/08/10,1 Pd 18:57,Tom Kostopoulos,CAR,Ryan Wilson,COL,Voted winner: Ryan Wilson (31.7%) - Voted rating: 4.27
01/08/10,1 Pd 3:58,Tuomo Ruutu,CAR,Darcy Tucker,COL,Voted winner: Tuomo Ruutu (51.7%) - Voted rating: 4.92
01/08/10,1 Pd 2:16,Pierre-Luc Letourneau-Leblond,NJD,Zenon Konopka,TBL,Voted winner: Pierre-Luc Letourneau-Leblond (61.8%) - Voted rating: 3.67
01/07/10,3 Pd 9:58,Tanner Glass,VAN,Vernon Fiddler,ARI,Voted winner: Tanner Glass (79.1%) - Voted rating: 4.01
01/07/10,3 Pd 6:16,Darcy Hordichuk,VAN,Paul Bissonnette,ARI,Voted winner: Darcy Hordichuk (69.6%) - Voted rating: 6.07
01/07/10,1 Pd 15:23,Corey Perry,ANA,David Backes,STL,Voted winner: David Backes (85.8%) - Voted rating: 4.59
01/07/10,3 Pd 2:48,Johnny Boychuk,BOS,Colin Fraser,CHI,Voted winner: Johnny Boychuk (91.4%) - Voted rating: 4.32
01/06/10,2 Pd 13:39,Jody Shelley,SJS,Cam Janssen,STL,Voted winner: Jody Shelley (54.4%) - Voted rating: 6.66
01/06/10,3 Pd 2:48,Arron Asham,PHI,Garnet Exelby,TOR,Voted winner: Arron Asham (44.4%) - Voted rating: 5.17
01/06/10,1 Pd 2:21,Ian Laperriere,PHI,Jamal Mayers,TOR,Voted winner: Jamal Mayers (92.5%) - Voted rating: 4.11
01/06/10,3 Pd 5:6,Dan Carcillo,PHI,Jamal Mayers,TOR,Voted winner: Jamal Mayers (67.4%) - Voted rating: 4.54
01/06/10,3 Pd 4:24,Scott Hartnell,PHI,Jeff Finger,TOR,Voted winner: Scott Hartnell (86.6%) - Voted rating: 3.91
01/05/10,1 Pd 18:35,Troy Bodie,ANA,Doug Janik,DET,Voted winner: Doug Janik (23.2%) - Voted rating: 2.65
01/05/10,2 Pd 17:29,Petteri Nokelainen,ANA,Derek Meech,DET,Voted winner: Petteri Nokelainen (56%) - Voted rating: 2.57
01/05/10,2 Pd 13:8,Matt Carkner,OTT,Shawn Thornton,BOS,Voted winner: Shawn Thornton (60.3%) - Voted rating: 5.57
01/03/10,1 Pd 0:22,Dustin Byfuglien,CHI,Troy Bodie,ANA,Voted winner: Dustin Byfuglien (71.4%) - Voted rating: 4.92
01/02/10,3 Pd 18:20,Jay Leach,SJS,Steve Staios,EDM,Voted winner: Jay Leach (19.7%) - Voted rating: 1.45
01/02/10,2 Pd 4:39,Ryane Clowe,SJS,Jason Strudwick,EDM,Voted winner: Ryane Clowe (91.7%) - Voted rating: 5.27
01/02/10,3 Pd 1:49,Carlo Colaiacovo,STL,Colin Fraser,CHI,Voted winner: Colin Fraser (51.5%) - Voted rating: 4.42
01/02/10,2 Pd 0:44,David Backes,STL,Jonathan Toews,CHI,Voted winner: David Backes (91.6%) - Voted rating: 5.96
01/02/10,1 Pd 13:0,Mike Weaver,STL,Cam Barker,CHI,Voted winner: Cam Barker (57.1%) - Voted rating: 2.43
01/02/10,1 Pd 9:56,B.J. Crombeen,STL,Ben Eager,CHI,Voted winner: Ben Eager (74.6%) - Voted rating: 5.68
01/02/10,3 Pd 16:27,Barret Jackman,STL,Ben Eager,CHI,Voted winner: Barret Jackman (34.3%) - Voted rating: 2.85
01/02/10,2 Pd 2:44,Jared Boll,CBJ,Cody McLeod,COL,Voted winner: Jared Boll (85.5%) - Voted rating: 5.64
01/02/10,1 Pd 2:14,Krys Barch,DAL,Darcy Hordichuk,VAN,Voted winner: Darcy Hordichuk (28.4%) - Voted rating: 6.55
01/01/10,1 Pd 12:1,Shawn Thornton,BOS,Dan Carcillo,PHI,Voted winner: Dan Carcillo (90.3%) - Voted rating: 5.9
12/31/09,2 Pd 7:59,Tom Kostopoulos,CAR,Aaron Voros,NYR,Voted winner: Aaron Voros (98.6%) - Voted rating: 5.91
12/31/09,1 Pd 12:47,Cam Janssen,STL,Rick Rypien,VAN,Voted winner: Rick Rypien (74.6%) - Voted rating: 9.06
12/31/09,1 Pd 4:3,Brian Sutherby,DAL,Mike Brown,ANA,Voted winner: Brian Sutherby (82.8%) - Voted rating: 5.07
12/31/09,3 Pd 2:31,John Scott,MIN,Matt Greene,LAK,Voted winner: John Scott (93.7%) - Voted rating: 3.74
12/31/09,3 Pd 7:30,Steve Ott,DAL,Kyle Chipchura,ANA,Voted winner: Steve Ott (52.3%) - Voted rating: 3.02
12/31/09,3 Pd 14:58,Steve Ott,DAL,Nick Boynton,ANA,Voted winner: Nick Boynton (29.9%) - Voted rating: 3.49
12/31/09,2 Pd 8:39,Keith Ballard,FLA,Maxim Lapierre,MON,Voted winner: Keith Ballard (22%) - Voted rating: 4.63
12/30/09,3 Pd 13:36,Jean-Francois Jacques,EDM,Mike Komisarek,TOR,Voted winner: Jean-Francois Jacques (71.1%) - Voted rating: 4.81
12/30/09,2 Pd 3:3,Brandon Prust,CAL,Sean O'Donnell,LAK,Voted winner: Sean O'Donnell (20.7%) - Voted rating: 3.5
12/30/09,2 Pd 13:18,Shean Donovan,OTT,Cody McLeod,COL,Voted winner: Shean Donovan (14.3%) - Voted rating: 2.77
12/30/09,1 Pd 10:27,Sean Avery,NYR,Scott Hartnell,PHI,Voted winner: Scott Hartnell (20.4%) - Voted rating: 2.44
12/29/09,2 Pd 11:53,Nick Boynton,ANA,Derek Boogaard,MIN,Voted winner: Derek Boogaard (91.8%) - Voted rating: 5.28
12/28/09,3 Pd 14:55,Ladislav Smid,EDM,Jarome Iginla,CAL,Voted winner: Ladislav Smid (51.1%) - Voted rating: 5.76
12/28/09,1 Pd 2:3,Andrew Cogliano,EDM,Dustin Boyd,CAL,Voted winner: Dustin Boyd (85.6%) - Voted rating: 6.29
12/28/09,3 Pd 15:13,Steve Staios,EDM,Robyn Regehr,CAL,Voted winner: Robyn Regehr (70.9%) - Voted rating: 4.58
12/28/09,3 Pd 19:9,Ryan Stone,EDM,Aaron Johnson,CAL,Voted winner: Ryan Stone (19.5%) - Voted rating: 2.35
12/28/09,2 Pd 2:41,Zenon Konopka,TBL,Byron Bitz,BOS,Voted winner: Byron Bitz (32.4%) - Voted rating: 2.65
12/28/09,1 Pd 1:57,Andrew Peters,NJD,Eric Boulton,ATL,Voted winner: Andrew Peters (32.1%) - Voted rating: 6.2
12/28/09,1 Pd 13:45,David Clarkson,NJD,Chris Thorburn,ATL,Voted winner: David Clarkson (61.3%) - Voted rating: 4.75
12/28/09,1 Pd 14:17,Jared Boll,CBJ,Brad May,DET,Voted winner: Brad May (91.7%) - Voted rating: 7.27
12/28/09,2 Pd 6:50,Alexandre Picard,CBJ,Doug Janik,DET,Voted winner: Alexandre Picard (54.1%) - Voted rating: 5.11
12/27/09,2 Pd 17:28,Brandon Prust,CAL,Tanner Glass,VAN,Voted winner: Brandon Prust (66.7%) - Voted rating: 6.34
12/27/09,2 Pd 13:21,Eric Nystrom,CAL,Kevin Bieksa,VAN,Voted winner: Kevin Bieksa (51.9%) - Voted rating: 6.91
12/27/09,1 Pd 0:37,B.J. Crombeen,STL,Craig Rivet,BUF,Voted winner: B.J. Crombeen (76.6%) - Voted rating: 4.28
12/26/09,3 Pd 12:17,Scott Nichol,SJS,Kyle Chipchura,ANA,Voted winner: Scott Nichol (72%) - Voted rating: 5.43
12/26/09,3 Pd 18:20,Jed Ortmeyer,SJS,Matt Beleskey,ANA,Voted winner: Matt Beleskey (80.6%) - Voted rating: 5.03
12/26/09,1 Pd 2:18,Frazer McLaren,SJS,George Parros,ANA,Voted winner: George Parros (73.1%) - Voted rating: 5.28
12/26/09,2 Pd 8:21,Rick Rypien,VAN,Zack Stortini,EDM,Voted winner: Rick Rypien (55.8%) - Voted rating: 6.79
12/26/09,1 Pd 5:58,Paul Bissonnette,ARI,Matt Greene,LAK,Voted winner: Paul Bissonnette (93.2%) - Voted rating: 4.08
12/26/09,3 Pd 11:36,James Wright,TBL,Boris Valabik,ATL,Voted winner: Boris Valabik (22.2%) - Voted rating: 1.6
12/26/09,1 Pd 2:28,Sean Avery,NYR,Bruno Gervais,NYI,Voted winner: Sean Avery (76%) - Voted rating: 2.87
12/23/09,3 Pd 0:44,Brian Sutherby,DAL,Mike Blunden,CBJ,Voted winner: Brian Sutherby (69.7%) - Voted rating: 3.71
12/23/09,1 Pd 9:2,Clayton Stoner,MIN,Ryan Stone,EDM,Voted winner: Clayton Stoner (98.2%) - Voted rating: 7.02
12/23/09,3 Pd 1:7,Owen Nolan,MIN,Sheldon Souray,EDM,Voted winner: Owen Nolan (36.5%) - Voted rating: 4.66
12/23/09,3 Pd 0:3,Michael Rupp,PIT,Chris Neil,OTT,Voted winner: Michael Rupp (44.7%) - Voted rating: 5.51
12/23/09,3 Pd 0:51,Craig Adams,PIT,Matt Carkner,OTT,Voted winner: Matt Carkner (91.7%) - Voted rating: 4.58
12/22/09,2 Pd 5:21,Ryan Kesler,VAN,Shea Weber,NSH,Voted winner: Shea Weber (91.5%) - Voted rating: 5.17
12/22/09,2 Pd 2:45,Matt Hendricks,COL,Kyle Chipchura,ANA,Voted winner: Matt Hendricks (16.7%) - Voted rating: 5.21
12/22/09,2 Pd 3:43,Bryan Bickell,CHI,Frazer McLaren,SJS,Voted winner: Frazer McLaren (93.8%) - Voted rating: 4.88
12/21/09,3 Pd 6:55,Paul Bissonnette,ARI,Marc Methot,CBJ,Voted winner: Paul Bissonnette (88%) - Voted rating: 4.97
12/21/09,2 Pd 2:28,Zack Stortini,EDM,B.J. Crombeen,STL,Voted winner: Zack Stortini (69.4%) - Voted rating: 2.97
12/21/09,2 Pd 13:19,Martin Hanzal,ARI,Jared Boll,CBJ,Voted winner: Jared Boll (89.9%) - Voted rating: 5.49
12/21/09,3 Pd 19:4,Ethan Moreau,EDM,Darryl Sydor,STL,Voted winner: Ethan Moreau (53.6%) - Voted rating: 3.77
12/21/09,2 Pd 4:28,Jean-Francois Jacques,EDM,Brad Winchester,STL,Voted winner: Brad Winchester (78.1%) - Voted rating: 4.73
12/21/09,2 Pd 9:33,Clayton Stoner,MIN,Chris Durno,COL,Voted winner: Clayton Stoner (32.2%) - Voted rating: 2.51
12/21/09,3 Pd 12:58,Ian Laperriere,PHI,Dennis Seidenberg,FLA,Voted winner: Ian Laperriere (14.8%) - Voted rating: 2.42
12/21/09,1 Pd 1:48,Ian Laperriere,PHI,Gregory Campbell,FLA,Voted winner: Ian Laperriere (50.8%) - Voted rating: 3.58
12/21/09,1 Pd 3:42,Mike Richards,PHI,Bryan McCabe,FLA,Voted winner: Mike Richards (57.8%) - Voted rating: 3.71
12/21/09,1 Pd 13:26,Ian Laperriere,PHI,Mike Duco,FLA,Voted winner: Mike Duco (29%) - Voted rating: 2.08
12/19/09,2 Pd 0:54,Steve Staios,EDM,Chris Clark,WAS,Voted winner: Chris Clark (5%) - Voted rating: 1.62
12/19/09,1 Pd 1:16,Tom Kostopoulos,CAR,Gregory Campbell,FLA,Voted winner: Tom Kostopoulos (39.7%) - Voted rating: 3.54
12/19/09,2 Pd 2:14,Brian McGrattan,CAL,Wade Belak,NSH,Voted winner: Brian McGrattan (90.5%) - Voted rating: 6.67
12/19/09,1 Pd 10:16,Krys Barch,DAL,Brad May,DET,Voted winner: Brad May (60%) - Voted rating: 7.82
12/18/09,2 Pd 10:3,Carlo Colaiacovo,STL,Blair Jones,TBL,Voted winner: Blair Jones (21.1%) - Voted rating: 2.42
12/17/09,2 Pd 16:22,Ryane Clowe,SJS,Sheldon Brookbank,ANA,Voted winner: Ryane Clowe (89.1%) - Voted rating: 4.93
12/17/09,1 Pd 11:50,Brad May,DET,Zenon Konopka,TBL,Voted winner: Zenon Konopka (34.9%) - Voted rating: 3.82
12/17/09,2 Pd 5:58,Jared Boll,CBJ,Paul Bissonnette,ARI,Voted winner: Paul Bissonnette (56.5%) - Voted rating: 5.36
12/17/09,1 Pd 5:45,Arron Asham,PHI,Michael Rupp,PIT,Voted winner: Michael Rupp (26.9%) - Voted rating: 4.31
12/16/09,2 Pd 13:7,Darcy Hordichuk,VAN,George Parros,ANA,Voted winner: George Parros (38.5%) - Voted rating: 2.61
12/16/09,2 Pd 10:58,Shane O'Brien,VAN,Kyle Chipchura,ANA,Voted winner: Kyle Chipchura (35.1%) - Voted rating: 5.1
12/15/09,2 Pd 15:28,David Koci,COL,John Erskine,WAS,Voted winner: David Koci (80.3%) - Voted rating: 5.12
12/15/09,2 Pd 7:33,Jean-Francois Jacques,EDM,Raitis Ivanans,LAK,Voted winner: Raitis Ivanans (91.7%) - Voted rating: 4.64
12/15/09,2 Pd 13:39,Shea Weber,NSH,Steve Downie,TBL,Voted winner: Shea Weber (78.6%) - Voted rating: 5.71
12/15/09,1 Pd 2:16,Cam Janssen,STL,Brandon Prust,CAL,Voted winner: Cam Janssen (67%) - Voted rating: 5.27
12/15/09,2 Pd 18:10,Kevin Klein,NSH,Stephane Veilleux,TBL,Voted winner: Kevin Klein (63.6%) - Voted rating: 4.27
12/15/09,3 Pd 0:53,Jerred Smithson,NSH,Ryan Malone,TBL,Voted winner: Ryan Malone (46.2%) - Voted rating: 3.92
12/15/09,1 Pd 5:33,Craig Adams,PIT,Dan Carcillo,PHI,Voted winner: Dan Carcillo (92.6%) - Voted rating: 6.17
12/15/09,1 Pd 5:23,Eric Godard,PIT,Riley Cote,PHI,Voted winner: Eric Godard (61.6%) - Voted rating: 5.33
12/15/09,1 Pd 5:17,Michael Rupp,PIT,Arron Asham,PHI,Voted winner: Michael Rupp (34.6%) - Voted rating: 3.99
12/14/09,2 Pd 0:3,Ryan O'Byrne,MON,Adam Mair,BUF,Voted winner: Adam Mair (75.5%) - Voted rating: 4.24
