,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName
43,2021-05-01 VAN at TOR,TOR,59.933333333333,44,55,44.44,38,42,47.5,30,27,52.63,5,1,83.33,2.29,2.32,49.63,26,30,46.43,4,0,100.0,7,10,41.18,1,0,100.00,19,20,48.72,3,0,100.00,17,24,41.46,1,1,50.00,16.67,96.3,1.13,1,3,0,0,100.00,15,14,19,44.12,8473575,Semyon Varlamov
44,2021-05-03 TOR at MTL,TOR,64.716666666667,58,47,55.24,35,34,50.72,29,23,55.77,2,3,40.0,2.21,2.36,48.38,29,30,49.15,1,3,25.0,9,5,64.29,1,1,50.00,20,25,44.44,0,2,0.00,20,16,55.56,1,0,100.00,6.9,86.96,0.939,0,4,0,0,-,21,16,15,58.33,8473575,Semyon Varlamov
45,2021-05-06 MTL at TOR,TOR,58.266666666667,59,45,56.73,53,35,60.23,34,21,61.82,5,2,71.43,3.71,2.67,58.13,38,22,63.33,5,2,71.43,15,7,68.18,4,1,80.00,23,15,60.53,1,1,50.00,18,21,46.15,0,0,-,14.71,90.48,1.052,0,3,0,2,-,18,17,19,48.65,8473575,Semyon Varlamov
46,2021-05-08 MTL at TOR,TOR,60.0,47,46,50.54,38,32,54.29,26,23,53.06,3,2,60.0,2.3,1.5,60.55,28,23,54.9,2,1,66.67,9,7,56.25,1,0,100.00,19,16,54.29,1,1,50.00,15,21,41.67,1,1,50.00,11.54,91.3,1.028,0,3,0,0,-,22,14,20,52.38,8473575,Semyon Varlamov
47,2021-05-14 TOR at WPG,TOR,59.733333333333,59,40,59.6,48,35,57.83,35,23,60.34,2,3,40.0,3.0,2.11,58.7,25,21,54.35,1,3,25.0,11,7,61.11,1,2,33.33,14,14,50.0,0,1,0.00,31,18,63.27,1,0,100.00,5.71,86.96,0.927,0,4,0,0,-,13,17,16,44.83,8473575,Semyon Varlamov
0,2019-10-03 BUF at PIT,PIT,57.75,52,65,44.44,35,47,42.68,25,41,37.88,1,3,25.0,1.57,3.47,31.2,22,32,40.74,0,3,0.0,5,14,26.32,0,2,0.0,17,18,48.57,0,1,0.00,23,26,46.94,1,0,100.00,4.0,92.68,0.967,1,3,0,0,100.00,21,13,29,42.0,8473575,Semyon Varlamov
1,2019-10-05 CBJ at PIT,PIT,59.916666666667,68,47,59.13,53,39,57.61,40,30,57.14,7,2,77.78,3.0,2.17,58.06,38,18,67.86,7,2,77.78,9,7,56.25,1,1,50.0,29,11,72.5,6,1,85.71,26,27,49.06,0,0,-,17.5,93.33,1.108,1,3,0,0,100.00,11,27,13,45.83,8473575,Semyon Varlamov
2,2019-10-08 WPG at PIT,PIT,60.0,65,34,65.66,54,27,66.67,38,22,63.33,1,4,20.0,3.38,1.56,68.41,30,18,62.5,1,4,20.0,14,8,63.64,1,1,50.0,16,10,61.54,0,3,0.00,32,11,74.42,0,0,-,2.63,81.82,0.844,0,3,0,0,-,24,17,10,70.59,8473575,Semyon Varlamov
3,2019-10-10 ANA at PIT,PIT,60.0,55,53,50.93,42,39,51.85,28,32,46.67,2,1,66.67,2.57,2.24,53.42,27,18,60.0,2,0,100.0,8,10,44.44,2,0,100.0,19,8,70.37,0,0,-,25,30,45.45,0,1,0.00,7.14,96.88,1.04,0,3,0,0,-,26,10,19,57.78,8473575,Semyon Varlamov
4,2019-10-12 PIT at MIN,PIT,59.95,51,56,47.66,41,40,50.62,34,33,50.75,6,4,60.0,2.53,2.73,48.1,14,21,40.0,5,2,71.43,9,14,39.13,4,0,100.0,5,7,41.67,1,2,33.33,26,27,49.06,0,2,0.00,17.65,87.88,1.055,0,4,0,0,-,21,18,24,46.67,8473575,Semyon Varlamov
5,2019-10-16 COL at PIT,PIT,63.95,60,57,51.28,47,40,54.02,33,28,54.1,3,2,60.0,2.97,2.18,57.7,33,30,52.38,3,2,60.0,14,10,58.33,3,1,75.0,19,20,48.72,0,1,0.00,24,23,51.06,0,0,-,9.09,92.86,1.019,0,4,0,0,-,21,23,25,45.65,8473575,Semyon Varlamov
6,2019-10-18 DAL at PIT,PIT,60.0,58,47,55.24,49,34,59.04,33,24,57.89,4,2,66.67,3.15,1.68,65.21,27,17,61.36,3,1,75.0,15,6,71.43,1,1,50.0,12,11,52.17,2,0,100.00,28,24,53.85,0,1,0.00,12.12,91.67,1.038,0,3,0,0,-,15,20,13,53.57,8473575,Semyon Varlamov
7,2019-10-22 PIT at FLA,PIT,59.333333333333,46,42,52.27,35,33,51.47,25,21,54.35,2,3,40.0,1.75,1.67,51.14,20,22,47.62,2,2,50.0,8,8,50.0,1,2,33.33,12,14,46.15,1,0,100.00,22,18,55.0,0,1,0.00,8.0,85.71,0.937,0,4,0,0,-,11,18,13,45.83,8473575,Semyon Varlamov
8,2019-10-26 PIT at DAL,PIT,60.0,58,57,50.43,41,35,53.95,27,25,51.92,3,0,100.0,3.31,1.76,65.28,29,21,58.0,2,0,100.0,13,7,65.0,2,0,100.0,16,14,53.33,0,0,-,14,25,35.9,0,0,-,11.11,100.0,1.111,0,3,0,0,-,23,13,27,46.0,8473575,Semyon Varlamov
9,2019-10-29 PHI at PIT,PIT,59.95,52,52,50.0,45,39,53.57,37,30,55.22,7,1,87.5,2.68,2.19,55.01,28,25,52.83,5,1,83.33,13,10,56.52,2,0,100.0,15,15,50.0,3,1,75.00,20,26,43.48,2,0,100.00,18.92,96.67,1.156,1,3,0,0,100.00,18,20,23,43.9,8473575,Semyon Varlamov
10,2019-11-02 EDM at PIT,PIT,62.616666666667,82,43,65.6,65,36,64.36,52,28,65.0,1,2,33.33,3.97,2.21,64.24,37,28,56.92,1,2,33.33,17,11,60.71,0,2,0.0,20,17,54.05,1,0,100.00,38,11,77.55,0,0,-,1.92,92.86,0.948,0,4,0,0,-,31,14,19,62.0,8473575,Semyon Varlamov
11,2019-11-04 PIT at BOS,PIT,24.366666666667,25,20,55.56,20,17,54.05,14,11,56.0,0,3,0.0,0.96,0.9,51.56,7,8,46.67,0,1,0.0,6,4,60.0,0,1,0.0,1,4,20.0,0,0,-,17,12,58.62,0,2,0.00,0.0,72.73,0.727,0,2,0,0,-,9,6,4,69.23,8473575,Semyon Varlamov
12,2019-11-07 PIT at NYI,PIT,62.95,72,44,62.07,56,32,63.64,37,23,61.67,4,3,57.14,3.11,1.42,68.66,28,16,63.64,4,2,66.67,13,7,65.0,3,2,60.0,15,9,62.5,1,0,100.00,34,25,57.63,0,1,0.00,10.81,86.96,0.978,1,4,0,0,100.00,19,16,12,61.29,8473575,Semyon Varlamov
13,2019-11-09 CHI at PIT,PIT,64.833333333333,48,56,46.15,36,42,46.15,31,31,50.0,2,2,50.0,2.4,2.59,48.04,29,31,48.33,2,1,66.67,15,8,65.22,2,1,66.67,14,23,37.84,0,0,-,19,23,45.24,0,1,0.00,6.45,93.55,1.0,1,4,0,0,100.00,19,17,20,48.72,8473575,Semyon Varlamov
14,2019-11-12 PIT at NYR,PIT,62.4,60,47,56.07,42,32,56.76,32,27,54.24,2,3,40.0,2.16,1.77,54.88,28,24,53.85,2,3,40.0,8,9,47.06,0,2,0.0,20,15,57.14,2,1,66.67,29,17,63.04,0,0,-,6.25,88.89,0.951,0,4,0,0,-,13,15,17,43.33,8473575,Semyon Varlamov
15,2019-11-15 PIT at N.J,PIT,58.916666666667,72,38,65.45,52,30,63.41,35,21,62.5,1,2,33.33,3.34,1.78,65.23,38,20,65.52,1,2,33.33,13,6,68.42,0,2,0.0,25,14,64.1,1,0,100.00,33,16,67.35,0,0,-,2.86,90.48,0.933,1,3,0,0,100.00,27,18,17,61.36,8473575,Semyon Varlamov
16,2019-11-19 NYI at PIT,PIT,62.866666666667,54,62,46.55,35,50,41.18,31,42,42.47,4,5,44.44,2.28,3.42,39.99,27,29,48.21,4,3,57.14,12,14,46.15,3,3,50.0,15,15,50.0,1,0,100.00,20,26,43.48,0,1,0.00,12.9,88.1,1.01,1,4,0,0,100.00,26,23,22,54.17,8473575,Semyon Varlamov
17,2019-11-21 PIT at NYI,PIT,63.066666666667,48,44,52.17,36,33,52.17,24,24,50.0,2,4,33.33,1.79,2.13,45.69,28,26,51.85,2,3,40.0,12,11,52.17,2,2,50.0,16,15,51.61,0,1,0.00,17,16,51.52,0,1,0.00,8.33,83.33,0.917,1,5,0,0,100.00,20,17,22,47.62,8473575,Semyon Varlamov
18,2019-11-27 VAN at PIT,PIT,39.016666666667,51,26,66.23,36,17,67.92,26,14,65.0,2,4,33.33,3.05,1.22,71.37,27,15,64.29,2,4,33.33,10,7,58.82,1,3,25.0,17,8,68.0,1,1,50.00,22,9,70.97,0,0,-,7.69,71.43,0.791,0,2,0,0,-,10,14,11,47.62,8473575,Semyon Varlamov
19,2019-11-30 PIT at STL,PIT,60.0,50,45,52.63,42,34,55.26,31,27,53.45,2,5,28.57,2.89,2.31,55.5,27,24,52.94,1,5,16.67,9,7,56.25,1,2,33.33,18,17,51.43,0,3,0.00,22,19,53.66,1,0,100.00,6.45,81.48,0.879,0,3,0,0,-,20,15,14,58.82,8473575,Semyon Varlamov
20,2019-12-07 PIT at DET,PIT,59.833333333333,39,52,42.86,35,38,47.95,28,28,50.0,5,3,62.5,2.37,2.31,50.61,19,27,41.3,4,2,66.67,6,7,46.15,1,2,33.33,13,20,39.39,3,0,100.00,18,21,46.15,1,1,50.00,17.86,89.29,1.071,1,3,0,0,100.00,19,19,24,44.19,8473575,Semyon Varlamov
21,2019-12-21 PIT at VAN,PIT,56.1,56,33,62.92,39,23,62.9,28,14,66.67,1,4,20.0,3.02,1.33,69.43,23,10,69.7,1,4,20.0,10,5,66.67,1,2,33.33,13,5,72.22,0,2,0.00,28,18,60.87,0,0,-,3.57,71.43,0.75,1,3,0,0,100.00,23,22,12,65.71,8473575,Semyon Varlamov
22,2019-12-28 NSH at PIT,PIT,59.633333333333,46,75,38.02,39,59,39.8,36,48,42.86,6,4,60.0,3.58,4.67,43.41,24,33,42.11,4,4,50.0,11,18,37.93,3,3,50.0,13,15,46.43,1,1,50.00,20,34,37.04,2,0,100.00,16.67,91.67,1.083,1,3,0,0,100.00,25,17,28,47.17,8473575,Semyon Varlamov
23,2020-01-04 PIT at MTL,PIT,61.816666666667,71,55,56.35,54,36,60.0,37,28,56.92,3,2,60.0,4.49,2.31,65.99,41,23,64.06,3,2,60.0,19,13,59.38,2,2,50.0,22,10,68.75,1,0,100.00,21,26,44.68,0,0,-,8.11,92.86,1.01,0,4,0,0,-,26,13,18,59.09,8473575,Semyon Varlamov
24,2020-01-10 PIT at COL,PIT,63.316666666667,49,61,44.55,36,46,43.9,30,31,49.18,4,3,57.14,2.37,2.44,49.28,23,28,45.1,3,2,60.0,13,15,46.43,2,1,66.67,10,13,43.48,1,1,50.00,20,25,44.44,1,0,100.00,13.33,90.32,1.037,0,4,0,0,-,17,21,18,48.57,8473575,Semyon Varlamov
25,2020-01-17 PIT at DET,PIT,60.716666666667,63,39,61.76,45,33,57.69,34,29,53.97,2,1,66.67,2.63,1.97,57.15,34,20,62.96,2,1,66.67,7,8,46.67,1,0,100.0,27,12,69.23,1,1,50.00,25,18,58.14,0,0,-,5.88,96.55,1.024,2,4,0,0,100.00,19,17,14,57.58,8473575,Semyon Varlamov
26,2020-01-19 BOS at PIT,PIT,60.0,40,78,33.9,33,56,37.08,22,38,36.67,4,3,57.14,2.72,3.72,42.25,27,33,45.0,3,3,50.0,10,11,47.62,2,0,100.0,17,22,43.59,1,3,25.00,9,36,20.0,1,0,100.00,18.18,92.11,1.103,0,3,0,0,-,15,19,30,33.33,8473575,Semyon Varlamov
27,2020-02-02 PIT at WSH,PIT,59.883333333333,49,73,40.16,39,51,43.33,33,32,50.77,4,3,57.14,3.49,2.62,57.16,21,28,42.86,3,3,50.0,14,10,58.33,2,1,66.67,7,18,28.0,1,2,33.33,22,41,34.92,1,0,100.00,12.12,90.63,1.027,1,3,0,0,100.00,19,16,29,39.58,8473575,Semyon Varlamov
28,2020-02-06 PIT at T.B,PIT,59.366666666667,55,56,49.55,41,42,49.4,31,28,52.54,2,3,40.0,2.18,2.46,47.07,31,28,52.54,2,3,40.0,6,10,37.5,1,0,100.0,25,18,58.14,1,3,25.00,22,25,46.81,0,0,-,6.45,89.29,0.957,0,4,0,0,-,28,19,27,50.91,8473575,Semyon Varlamov
29,2020-02-11 T.B at PIT,PIT,62.75,59,60,49.58,44,48,47.83,36,38,48.65,1,2,33.33,3.61,3.71,49.26,33,33,50.0,1,1,50.0,13,16,44.83,1,1,50.0,20,17,54.05,0,0,-,22,21,51.16,0,1,0.00,2.78,94.74,0.975,0,4,0,0,-,29,11,15,65.91,8473575,Semyon Varlamov
30,2020-02-16 DET at PIT,PIT,60.0,55,38,59.14,45,33,57.69,35,28,55.56,5,1,83.33,2.35,2.05,53.39,24,22,52.17,3,1,75.0,7,10,41.18,2,1,66.67,17,12,58.62,1,0,100.00,28,12,70.0,2,0,100.00,14.29,96.43,1.107,0,3,0,0,-,21,12,12,63.64,8473575,Semyon Varlamov
31,2020-02-20 PIT at TOR,PIT,60.0,57,64,47.11,37,45,45.12,24,30,44.44,0,4,0.0,1.69,2.94,36.56,18,33,35.29,0,3,0.0,7,16,30.43,0,1,0.0,11,17,39.29,0,2,0.00,32,23,58.18,0,1,0.00,0.0,86.67,0.867,0,3,0,0,-,20,14,19,51.28,8473575,Semyon Varlamov
32,2020-02-23 PIT at WSH,PIT,58.983333333333,65,46,58.56,50,36,58.14,35,22,61.4,3,4,42.86,3.89,2.39,61.93,29,25,53.7,3,4,42.86,17,11,60.71,3,4,42.86,12,14,46.15,0,0,-,31,18,63.27,0,0,-,8.57,81.82,0.904,0,4,0,0,-,28,28,11,71.79,8473575,Semyon Varlamov
33,2020-02-28 PIT at ANA,PIT,57.2,54,43,55.67,40,28,58.82,26,21,55.32,1,3,25.0,2.42,2.43,49.96,31,23,57.41,1,3,25.0,7,9,43.75,1,2,33.33,24,14,63.16,0,1,0.00,22,19,53.66,0,0,-,3.85,85.71,0.896,1,4,0,0,100.00,16,16,16,50.0,8473575,Semyon Varlamov
34,2020-03-03 OTT at PIT,PIT,59.733333333333,53,50,51.46,40,33,54.79,34,26,56.67,7,3,70.0,3.05,2.09,59.31,31,21,59.62,5,3,62.5,15,9,62.5,3,2,60.0,16,12,57.14,2,1,66.67,17,25,40.48,2,0,100.00,20.59,88.46,1.09,1,3,0,0,100.00,25,32,17,59.52,8473575,Semyon Varlamov
35,2020-03-05 PIT at BUF,PIT,60.0,50,51,49.5,43,41,51.19,32,30,51.61,4,2,66.67,3.11,2.47,55.78,20,28,41.67,3,2,60.0,11,10,52.38,3,1,75.0,9,18,33.33,0,1,0.00,28,23,54.9,1,0,100.00,12.5,93.33,1.058,0,3,0,0,-,13,11,28,31.71,8473575,Semyon Varlamov
36,2020-03-07 WSH at PIT,PIT,56.333333333333,53,47,53.0,36,37,49.32,23,28,45.1,2,5,28.57,2.67,2.23,54.43,25,26,49.02,2,5,28.57,11,12,47.83,2,4,33.33,14,14,50.0,0,1,0.00,24,14,63.16,0,0,-,8.7,82.14,0.908,1,3,0,0,100.00,25,20,7,78.13,8473575,Semyon Varlamov
37,2020-03-10 PIT at N.J,PIT,59.95,57,40,58.76,39,34,53.42,32,22,59.26,5,2,71.43,3.44,2.41,58.83,28,22,56.0,2,2,50.0,8,7,53.33,0,1,0.0,20,15,57.14,2,1,66.67,26,16,61.9,2,0,100.00,15.63,90.91,1.065,1,3,0,0,100.00,18,16,17,51.43,8473575,Semyon Varlamov
38,2021-01-15 TOR at OTT,OTT,59.7,45,52,46.39,35,33,51.47,23,23,50.0,4,3,57.14,3.28,2.37,58.06,25,29,46.3,4,2,66.67,12,10,54.55,2,1,66.67,13,19,40.63,2,1,66.67,19,19,50.0,0,1,0.00,17.39,86.96,1.043,0,4,0,0,-,22,17,19,53.66,8473575,Semyon Varlamov
39,2021-01-16 TOR at OTT,OTT,59.666666666667,33,73,31.13,28,52,35.0,18,40,31.03,2,3,40.0,2.21,2.9,43.23,20,37,35.09,1,3,25.0,12,15,44.44,1,1,50.0,8,22,26.67,0,2,0.00,9,31,22.5,1,0,100.00,11.11,92.5,1.036,1,3,0,0,100.00,16,15,25,39.02,8473575,Semyon Varlamov
40,2021-01-19 WPG at OTT,OTT,62.333333333333,64,53,54.7,56,36,60.87,41,28,59.42,3,4,42.86,3.56,2.33,60.44,34,24,58.62,2,4,33.33,15,11,57.69,2,3,40.0,19,13,59.38,0,1,0.00,30,23,56.6,1,0,100.00,7.32,85.71,0.93,0,4,0,0,-,21,17,19,52.5,8473575,Semyon Varlamov
41,2021-01-21 WPG at OTT,OTT,40.0,29,57,33.72,24,41,36.92,19,26,42.22,0,4,0.0,1.32,2.98,30.62,16,29,35.56,0,3,0.0,7,9,43.75,0,3,0.0,9,20,31.03,0,0,-,10,27,27.03,0,1,0.00,0.0,84.62,0.846,0,2,0,0,-,7,9,15,31.82,8473575,Semyon Varlamov
42,2021-01-25 OTT at VAN,OTT,59.9,65,58,52.85,51,47,52.04,36,35,50.7,1,7,12.5,3.24,3.02,51.76,33,26,55.93,1,6,14.29,13,10,56.52,1,5,16.67,20,16,55.56,0,1,0.00,26,28,48.15,0,1,0.00,2.78,80.0,0.828,2,3,0,0,100.00,22,20,24,47.83,8473575,Semyon Varlamov
43,2021-01-28 OTT at VAN,OTT,59.85,68,53,56.2,49,42,53.85,37,25,59.68,1,4,20.0,2.76,3.54,43.79,28,28,50.0,1,4,20.0,11,12,47.83,1,4,20.0,17,16,51.52,0,0,-,35,20,63.64,0,0,-,2.7,84.0,0.867,1,3,0,0,100.00,19,11,14,57.58,8473575,Semyon Varlamov
44,2021-01-31 OTT at EDM,OTT,7.3333333333333,11,18,37.93,7,12,36.84,6,9,40.0,1,3,25.0,0.74,0.95,43.71,6,11,35.29,1,2,33.33,3,3,50.0,1,1,50.0,3,8,27.27,0,1,0.00,4,6,40.0,0,1,0.00,16.67,66.67,0.833,0,1,0,0,-,3,6,7,30.0,8473575,Semyon Varlamov
45,2021-02-04 OTT at MTL,OTT,60.0,45,72,38.46,33,59,35.87,22,38,36.67,3,2,60.0,1.25,3.19,28.17,21,39,35.0,3,1,75.0,6,16,27.27,0,1,0.0,15,23,39.47,3,0,100.00,15,30,33.33,0,1,0.00,13.64,94.74,1.084,0,3,0,0,-,18,20,20,47.37,8473575,Semyon Varlamov
46,2021-02-06 MTL at OTT,OTT,59.383333333333,67,49,57.76,49,40,55.06,34,32,51.52,1,2,33.33,2.64,2.4,52.33,26,19,57.78,1,1,50.0,9,6,60.0,1,1,50.0,17,13,56.67,0,0,-,37,27,57.81,0,1,0.00,2.94,93.75,0.967,0,3,0,0,-,24,18,18,57.14,8473575,Semyon Varlamov
47,2021-02-08 EDM at OTT,OTT,58.183333333333,49,61,44.55,34,50,40.48,28,34,45.16,1,2,33.33,1.9,3.05,38.46,21,33,38.89,1,2,33.33,9,16,36.0,1,1,50.0,12,17,41.38,0,1,0.00,23,25,47.92,0,0,-,3.57,94.12,0.977,0,5,0,0,-,12,15,25,32.43,8473575,Semyon Varlamov
48,2021-02-09 EDM at OTT,OTT,34.9,41,12,77.36,31,12,72.09,22,9,70.97,1,0,100.0,1.64,0.72,69.53,21,9,70.0,1,0,100.0,5,3,62.5,1,0,100.0,16,6,72.73,0,0,-,14,3,82.35,0,0,-,4.55,100.0,1.045,0,2,0,0,-,5,12,5,50.0,8473575,Semyon Varlamov
49,2021-02-11 OTT at WPG,OTT,40.0,46,31,59.74,37,24,60.66,27,15,64.29,0,3,0.0,2.87,1.49,65.87,32,18,64.0,0,3,0.0,12,6,66.67,0,2,0.0,20,12,62.5,0,1,0.00,13,13,50.0,0,0,-,0.0,80.0,0.8,0,2,0,0,-,11,11,14,44.0,8473575,Semyon Varlamov
50,2021-02-17 OTT at TOR,OTT,58.3,50,40,55.56,38,35,52.05,27,28,49.09,1,2,33.33,2.03,2.45,45.36,28,29,49.12,1,2,33.33,12,12,50.0,1,1,50.0,16,17,48.48,0,1,0.00,19,10,65.52,0,0,-,3.7,92.86,0.966,1,3,0,0,100.00,16,14,23,41.03,8473575,Semyon Varlamov
51,2021-02-18 OTT at TOR,OTT,48.0,61,33,64.89,47,30,61.04,29,26,52.73,3,6,33.33,2.62,2.51,51.0,34,23,59.65,1,5,16.67,8,9,47.06,0,3,0.0,26,14,65.0,1,2,33.33,25,10,71.43,2,1,66.67,10.34,76.92,0.873,1,2,0,0,100.00,19,17,10,65.52,8473575,Semyon Varlamov
52,2021-02-21 MTL at OTT,OTT,63.5,62,58,51.67,51,43,54.26,39,32,54.93,3,2,60.0,3.41,1.68,67.03,37,24,60.66,3,2,60.0,11,2,84.62,3,1,75.0,26,22,54.17,0,1,0.00,22,32,40.74,0,0,-,7.69,93.75,1.014,0,4,0,0,-,20,15,27,42.55,8473575,Semyon Varlamov
53,2021-02-23 MTL at OTT,OTT,65.0,71,66,51.82,57,52,52.29,39,36,52.0,4,4,50.0,3.22,2.22,59.23,29,22,56.86,3,2,60.0,11,8,57.89,2,0,100.0,18,14,56.25,1,2,33.33,39,42,48.15,1,2,33.33,10.26,88.89,0.991,0,4,0,0,-,16,22,25,39.02,8473575,Semyon Varlamov
54,2021-02-25 CGY at OTT,OTT,60.0,55,60,47.83,43,42,50.59,31,30,50.82,6,1,85.71,1.83,1.62,53.09,25,18,58.14,4,1,80.0,11,5,68.75,3,0,100.0,14,13,51.85,1,1,50.00,25,38,39.68,1,0,100.00,19.35,96.67,1.16,0,3,0,0,-,10,17,26,27.78,8473575,Semyon Varlamov
55,2021-02-27 CGY at OTT,OTT,40.0,35,58,37.63,29,44,39.73,20,33,37.74,2,6,25.0,1.66,2.95,35.97,14,22,38.89,1,5,16.67,6,10,37.5,0,2,0.0,8,12,40.0,1,3,25.00,18,25,41.86,1,1,50.00,10.0,81.82,0.918,0,2,0,0,-,18,16,21,46.15,8473575,Semyon Varlamov
56,2021-03-01 CGY at OTT,OTT,60.0,69,51,57.5,55,32,63.22,36,28,56.25,5,1,83.33,3.49,2.01,63.51,29,19,60.42,4,1,80.0,11,7,61.11,1,1,50.0,18,12,60.0,3,0,100.00,31,27,53.45,0,0,-,13.89,96.43,1.103,0,3,0,0,-,16,19,23,41.03,8473575,Semyon Varlamov
57,2021-03-04 OTT at CGY,OTT,20.0,17,17,50.0,13,13,50.0,7,11,38.89,1,4,20.0,0.83,0.69,54.48,7,8,46.67,1,4,20.0,3,4,42.86,1,1,50.0,4,4,50.0,0,3,0.00,10,8,55.56,0,0,-,14.29,63.64,0.779,0,1,0,0,-,5,8,8,38.46,8473575,Semyon Varlamov
58,2021-03-07 OTT at CGY,OTT,65.0,41,71,36.61,30,49,37.97,22,34,39.29,3,3,50.0,1.96,3.69,34.68,22,39,36.07,2,3,40.0,9,14,39.13,2,1,66.67,13,25,34.21,0,2,0.00,12,28,30.0,1,0,100.00,13.64,91.18,1.048,0,4,0,0,-,14,18,31,31.11,8473575,Semyon Varlamov
59,2021-03-10 OTT at EDM,OTT,60.0,45,53,45.92,29,44,39.73,22,36,37.93,1,7,12.5,1.8,3.43,34.33,21,29,42.0,1,6,14.29,7,18,28.0,1,3,25.0,14,11,56.0,0,3,0.00,23,22,51.11,0,1,0.00,4.55,80.56,0.851,0,3,0,0,-,22,19,19,53.66,8473575,Semyon Varlamov
60,2021-04-14 WPG at OTT,OTT,58.916666666667,45,49,47.87,36,39,48.0,27,35,43.55,1,3,25.0,2.23,2.6,46.21,19,25,43.18,1,3,25.0,11,8,57.89,1,2,33.33,8,17,32.0,0,1,0.00,21,18,53.85,0,0,-,3.7,91.43,0.951,0,3,0,0,-,18,15,17,51.43,8473575,Semyon Varlamov
61,2021-04-17 OTT at MTL,OTT,60.0,36,53,40.45,25,34,42.37,15,23,39.47,4,0,100.0,2.86,1.88,60.34,20,23,46.51,3,0,100.0,11,10,52.38,3,0,100.0,9,13,40.91,0,0,-,13,23,36.11,0,0,-,26.67,100.0,1.267,0,3,0,0,-,11,11,24,31.43,8473575,Semyon Varlamov
62,2021-04-19 OTT at CGY,OTT,60.0,37,53,41.11,25,39,39.06,20,28,41.67,4,2,66.67,3.33,2.96,52.98,21,27,43.75,4,2,66.67,7,10,41.18,2,1,66.67,14,17,45.16,2,1,66.67,10,21,32.26,0,0,-,20.0,92.86,1.129,0,3,0,0,-,21,14,17,55.26,8473575,Semyon Varlamov
63,2021-04-22 OTT at VAN,OTT,60.0,47,59,44.34,34,40,45.95,25,31,44.64,3,0,100.0,3.32,2.37,58.31,26,29,47.27,2,0,100.0,9,7,56.25,1,0,100.0,17,22,43.59,1,0,100.00,18,25,41.86,0,0,-,12.0,100.0,1.12,0,3,0,0,-,22,11,29,43.14,8473575,Semyon Varlamov
64,2021-04-24 OTT at VAN,OTT,24.216666666667,20,22,47.62,13,17,43.33,8,13,38.1,1,1,50.0,0.57,0.84,40.51,10,7,58.82,1,1,50.0,2,1,66.67,1,0,100.0,8,6,57.14,0,1,0.00,10,11,47.62,0,0,-,12.5,92.31,1.048,1,2,0,0,100.00,7,5,8,46.67,8473575,Semyon Varlamov
0,2020-02-28 COL at CAR,CAR,57.5,79,49,61.72,65,40,61.9,47,32,59.49,2,3,40.0,4.21,2.36,64.09,39,25,60.94,1,3,25.0,22,9,70.97,0,2,0.0,17,16,51.52,1,1,50.00,33,20,62.26,1,0,100.00,4.26,90.63,0.949,0,3,0,0,-,34,18,15,69.39,8473575,Semyon Varlamov
1,2020-02-29 CAR at MTL,CAR,24.05,23,29,44.23,18,24,42.86,12,20,37.5,0,3,0.0,0.66,1.74,27.39,7,15,31.82,0,3,0.0,2,8,20.0,0,2,0.0,5,7,41.67,0,1,0.00,14,9,60.87,0,0,-,0.0,85.0,0.85,0,2,0,0,-,7,6,9,43.75,8473575,Semyon Varlamov
2,2020-03-07 CAR at NYI,CAR,61.6,53,51,50.96,40,34,54.05,28,26,51.85,3,2,60.0,2.44,1.92,55.89,25,26,49.02,3,1,75.0,11,9,55.0,3,1,75.0,14,17,45.16,0,0,-,27,21,56.25,0,1,0.00,10.71,92.31,1.03,0,4,0,0,-,23,19,21,52.27,8473575,Semyon Varlamov
3,2021-03-25 TOR at OTT,OTT,64.7,51,73,41.13,42,56,42.86,31,41,43.06,2,3,40.0,2.52,4.26,37.21,29,44,39.73,2,3,40.0,15,25,37.5,2,2,50.0,14,19,42.42,0,1,0.00,17,24,41.46,0,0,-,6.45,92.68,0.991,0,4,0,0,-,17,21,30,36.17,8473575,Semyon Varlamov
4,2021-04-03 OTT at MTL,OTT,60.0,51,68,42.86,40,52,43.48,32,38,45.71,6,3,66.67,3.04,3.14,49.18,27,27,50.0,5,1,83.33,14,14,50.0,5,1,83.33,13,13,50.0,0,0,-,16,35,31.37,1,2,33.33,18.75,92.11,1.109,0,3,0,0,-,12,26,25,32.43,8473575,Semyon Varlamov
5,2021-04-05 OTT at WPG,OTT,58.45,41,78,34.45,32,57,35.96,22,46,32.35,3,4,42.86,2.04,3.9,34.3,20,40,33.33,3,4,42.86,10,17,37.04,2,1,66.67,10,23,30.3,1,3,25.00,18,37,32.73,0,0,-,13.64,91.3,1.049,1,3,0,0,100.00,18,15,22,45.0,8473575,Semyon Varlamov
