,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName
15,2020-01-09 CBJ at S.J,CBJ,56.5,53,55,49.07,35,43,44.87,28,33,45.90,1,3,25.00,2.27,3.64,38.45,25,25,50.00,1,3,25.00,8,10,44.44,1,2,33.33,17,15,53.13,0,1,0.00,24,22,52.17,0,0,-,3.57,90.91,0.945,1,3,0,0,100.00,25,18,16,60.98,8473575,Semyon Varlamov
16,2020-01-11 CBJ at VGK,CBJ,59.916666666667,42,58,42.00,30,45,40.00,22,27,44.90,3,0,100.00,1.57,2.49,38.69,20,26,43.48,2,0,100.00,5,8,38.46,1,0,100.00,15,18,45.45,1,0,100.00,20,29,40.82,1,0,100.00,13.64,100.00,1.136,1,3,0,0,100.00,12,14,24,33.33,8473575,Semyon Varlamov
17,2020-01-14 BOS at CBJ,CBJ,59.9,41,64,39.05,33,45,42.31,27,34,44.26,3,0,100.00,1.64,2.68,37.96,19,29,39.58,3,0,100.00,4,10,28.57,0,0,-,15,19,44.12,3,0,100.00,20,30,40.00,0,0,-,11.11,100.00,1.111,1,3,0,0,100.00,18,13,18,50.00,8473575,Semyon Varlamov
18,2020-01-16 CAR at CBJ,CBJ,59.95,31,72,30.10,22,47,31.88,18,34,34.62,3,2,60.00,1.35,3.28,29.19,14,38,26.92,2,2,50.00,2,10,16.67,0,1,0.00,12,28,30.00,2,1,66.67,15,29,34.09,1,0,100.00,16.67,94.12,1.108,1,3,0,0,100.00,15,18,19,44.12,8473575,Semyon Varlamov
19,2020-01-18 N.J at CBJ,CBJ,60.0,48,69,41.03,40,52,43.48,31,41,43.06,5,0,100.00,2.36,3.35,41.36,26,25,50.98,4,0,100.00,8,11,42.11,2,0,100.00,18,14,56.25,2,0,100.00,19,42,31.15,1,0,100.00,16.13,100.00,1.161,0,3,0,0,-,20,16,18,52.63,8473575,Semyon Varlamov
20,2020-01-22 WPG at CBJ,CBJ,59.583333333333,58,59,49.57,44,42,51.16,29,30,49.15,4,3,57.14,2.8,2.03,58.01,22,30,42.31,4,2,66.67,12,7,63.16,4,2,66.67,10,23,30.30,0,0,-,29,23,55.77,0,1,0.00,13.79,90.00,1.038,1,3,0,0,100.00,22,19,24,47.83,8473575,Semyon Varlamov
21,2020-02-02 CBJ at MTL,CBJ,60.0,47,72,39.50,33,48,40.74,27,30,47.37,4,3,57.14,2.56,1.66,60.66,29,38,43.28,3,1,75.00,8,4,66.67,3,0,100.00,21,34,38.18,0,1,0.00,14,31,31.11,1,2,33.33,14.81,90.00,1.048,0,3,0,0,-,13,16,18,41.94,8473575,Semyon Varlamov
22,2020-02-04 FLA at CBJ,CBJ,61.9,68,55,55.28,54,41,56.84,45,32,58.44,1,0,100.00,2.77,1.76,61.11,32,17,65.31,1,0,100.00,7,7,50.00,0,0,-,25,10,71.43,1,0,100.00,27,29,48.21,0,0,-,2.22,100.00,1.022,0,4,0,0,-,29,11,20,59.18,8473575,Semyon Varlamov
23,2020-02-07 DET at CBJ,CBJ,58.55,63,34,64.95,52,26,66.67,40,16,71.43,1,0,100.00,4.52,1.07,80.93,27,19,58.70,1,0,100.00,14,3,82.35,1,0,100.00,13,16,44.83,0,0,-,34,12,73.91,0,0,-,2.50,100.00,1.025,0,4,0,0,-,20,14,16,55.56,8473575,Semyon Varlamov
24,2020-02-08 COL at CBJ,CBJ,57.716666666667,50,50,50.00,40,34,54.05,31,22,58.49,1,2,33.33,2.67,1.36,66.28,31,14,68.89,0,0,-,12,2,85.71,0,0,-,19,12,61.29,0,0,-,16,32,33.33,1,2,33.33,3.23,90.91,0.941,1,3,0,0,100.00,20,10,20,50.00,8473575,Semyon Varlamov
25,2020-02-10 T.B at CBJ,CBJ,60.516666666667,58,52,52.73,44,42,51.16,32,30,51.61,1,2,33.33,2.47,1.61,60.50,28,18,60.87,1,1,50.00,9,4,69.23,1,1,50.00,19,14,57.58,0,0,-,26,33,44.07,0,1,0.00,3.13,93.33,0.965,0,4,0,0,-,17,14,19,47.22,8473575,Semyon Varlamov
26,2020-02-14 NYR at CBJ,CBJ,58.583333333333,63,52,54.78,53,37,58.89,36,27,57.14,1,2,33.33,2.35,2.45,48.97,22,29,43.14,0,2,0.00,9,13,40.91,0,1,0.00,13,16,44.83,0,1,0.00,35,19,64.81,1,0,100.00,2.78,92.59,0.954,1,3,1,0,50.00,19,8,21,47.50,8473575,Semyon Varlamov
27,2020-02-16 CBJ at N.J,CBJ,65.0,86,45,65.65,66,39,62.86,55,26,67.90,3,3,50.00,4.44,2.05,68.39,59,23,71.95,3,2,60.00,18,14,56.25,2,2,50.00,41,9,82.00,1,0,100.00,21,20,51.22,0,1,0.00,5.45,88.46,0.939,0,4,0,0,-,29,21,7,80.56,8473575,Semyon Varlamov
28,2020-02-18 CBJ at PHI,CBJ,43.666666666667,33,32,50.77,21,18,53.85,15,12,55.56,1,4,20.00,1.08,0.87,55.48,11,9,55.00,1,3,25.00,4,5,44.44,1,2,33.33,7,4,63.64,0,1,0.00,19,16,54.29,0,1,0.00,6.67,66.67,0.733,0,3,0,0,-,10,18,10,50.00,8473575,Semyon Varlamov
29,2020-02-20 PHI at CBJ,CBJ,63.85,56,62,47.46,40,47,45.98,31,33,48.44,3,4,42.86,2.09,2.59,44.66,19,24,44.19,2,3,40.00,8,11,42.11,2,1,66.67,11,13,45.83,0,2,0.00,30,29,50.85,1,1,50.00,9.68,87.88,0.976,0,4,0,0,-,33,15,17,66.00,8473575,Semyon Varlamov
30,2020-02-22 CBJ at NSH,CBJ,65.0,69,72,48.94,52,52,50.00,43,36,54.43,3,3,50.00,2.58,2.55,50.26,30,29,50.85,2,3,40.00,9,7,56.25,1,2,33.33,21,22,48.84,1,1,50.00,34,40,45.95,1,0,100.00,6.98,91.67,0.986,0,4,0,0,-,21,22,16,56.76,8473575,Semyon Varlamov
31,2020-02-24 OTT at CBJ,CBJ,31.266666666667,29,33,46.77,23,23,50.00,17,18,48.57,1,2,33.33,1.22,0.86,58.54,7,15,31.82,1,0,100.00,4,3,57.14,1,0,100.00,3,12,20.00,0,0,-,18,15,54.55,0,2,0.00,5.88,88.89,0.948,0,2,0,0,-,10,9,10,50.00,8473575,Semyon Varlamov
32,2020-03-08 CBJ at VAN,CBJ,60.0,50,57,46.73,35,42,45.45,22,27,44.90,2,1,66.67,1.88,2.02,48.26,20,27,42.55,2,1,66.67,9,8,52.94,1,1,50.00,11,19,36.67,1,0,100.00,25,27,48.08,0,0,-,9.09,96.30,1.054,0,3,0,0,-,23,12,26,46.94,8473575,Semyon Varlamov
33,2021-01-16 CBJ at NSH,CBJ,60.0,64,59,52.03,54,42,56.25,44,33,57.14,2,5,28.57,3.28,1.94,62.82,29,24,54.72,2,4,33.33,12,7,63.16,1,3,25.00,17,17,50.00,1,1,50.00,30,34,46.88,0,1,0.00,4.55,84.85,0.894,0,3,0,0,-,21,16,20,51.22,8473575,Semyon Varlamov
34,2021-01-19 CBJ at DET,CBJ,59.766666666667,45,55,45.00,35,38,47.95,24,27,47.06,2,3,40.00,1.66,1.44,53.49,15,17,46.88,1,2,33.33,6,5,54.55,0,2,0.00,9,12,42.86,1,0,100.00,25,29,46.30,1,1,50.00,8.33,88.89,0.972,0,5,0,0,-,14,11,17,45.16,8473575,Semyon Varlamov
35,2021-01-23 T.B at CBJ,CBJ,60.0,49,48,50.52,41,39,51.25,28,32,46.67,5,2,71.43,2.32,1.78,56.55,22,17,56.41,4,2,66.67,6,9,40.00,2,2,50.00,16,8,66.67,2,0,100.00,23,25,47.92,0,0,-,17.86,93.75,1.116,0,3,0,0,-,17,22,20,45.95,8473575,Semyon Varlamov
36,2021-01-28 FLA at CBJ,CBJ,64.783333333333,58,60,49.15,48,47,50.53,31,35,46.97,2,2,50.00,2.13,2.31,48.06,32,21,60.38,2,2,50.00,6,9,40.00,0,2,0.00,26,12,68.42,2,0,100.00,24,38,38.71,0,0,-,6.45,94.29,1.007,0,4,0,1,-,20,27,10,66.67,8473575,Semyon Varlamov
37,2021-01-31 CBJ at CHI,CBJ,56.65,52,55,48.60,39,41,48.75,33,36,47.83,1,3,25.00,2.96,2.11,58.33,28,18,60.87,1,1,50.00,9,9,50.00,1,1,50.00,19,9,67.86,0,0,-,21,29,42.00,0,2,0.00,3.03,91.67,0.947,2,3,0,0,100.00,17,11,15,53.13,8473575,Semyon Varlamov
38,2021-02-02 DAL at CBJ,CBJ,24.616666666667,25,12,67.57,19,11,63.33,14,9,60.87,2,0,100.00,1.24,0.28,81.77,11,3,78.57,1,0,100.00,4,0,100.00,1,0,100.00,7,3,70.00,0,0,-,11,9,55.00,1,0,100.00,14.29,100.00,1.143,0,3,0,0,-,8,8,7,53.33,8473575,Semyon Varlamov
39,2021-02-15 CBJ at CAR,CBJ,20.0,21,15,58.33,17,12,58.62,12,9,57.14,0,2,0.00,1.13,0.62,64.49,7,8,46.67,0,2,0.00,7,3,70.00,0,2,0.00,0,5,0.00,0,0,-,12,6,66.67,0,0,-,0.00,77.78,0.778,0,1,0,0,-,5,4,6,45.45,8473575,Semyon Varlamov
40,2021-02-18 NSH at CBJ,CBJ,60.0,39,60,39.39,33,45,42.31,22,32,40.74,3,0,100.00,1.59,1.59,49.97,14,20,41.18,0,0,-,5,5,50.00,0,0,-,9,15,37.50,0,0,-,23,35,39.66,3,0,100.00,13.64,100.00,1.136,0,3,0,0,-,14,16,22,38.89,8473575,Semyon Varlamov
41,2021-02-20 NSH at CBJ,CBJ,42.666666666667,29,63,31.52,25,52,32.47,18,39,31.58,2,4,33.33,1.26,3.22,28.10,9,30,23.08,1,4,20.00,4,13,23.53,1,2,33.33,5,17,22.73,0,2,0.00,19,28,40.43,1,0,100.00,11.11,89.74,1.009,0,3,0,0,-,16,17,20,44.44,8473575,Semyon Varlamov
42,2021-03-11 FLA at CBJ,CBJ,62.8,51,58,46.79,39,45,46.43,32,32,50.00,4,5,44.44,1.89,3.15,37.55,24,31,43.64,3,5,37.50,2,11,15.38,0,3,0.00,22,20,52.38,3,2,60.00,24,26,48.00,1,0,100.00,12.50,84.38,0.969,0,4,0,0,-,22,14,14,61.11,8473575,Semyon Varlamov
43,2021-03-13 DAL at CBJ,CBJ,64.916666666667,50,66,43.10,38,45,45.78,25,30,45.45,4,3,57.14,2.41,2.47,49.43,22,30,42.31,3,3,50.00,9,11,45.00,2,1,66.67,13,19,40.63,1,2,33.33,21,32,39.62,1,0,100.00,16.00,90.00,1.060,0,4,0,0,-,12,20,19,38.71,8473575,Semyon Varlamov
44,2021-03-20 CBJ at CAR,CBJ,63.116666666667,50,64,43.86,37,44,45.68,30,37,44.78,1,2,33.33,1.64,2.77,37.15,16,28,36.36,0,2,0.00,4,11,26.67,0,2,0.00,12,17,41.38,0,0,-,26,33,44.07,1,0,100.00,3.33,94.59,0.979,1,5,0,0,100.00,14,22,24,36.84,8473575,Semyon Varlamov
45,2021-03-27 CBJ at DET,CBJ,57.216666666667,38,63,37.62,30,47,38.96,21,34,38.18,1,3,25.00,1.85,3.01,38.12,21,31,40.38,1,2,33.33,8,10,44.44,1,2,33.33,13,21,38.24,0,0,-,15,30,33.33,0,1,0.00,4.76,91.18,0.959,1,3,0,0,100.00,17,10,18,48.57,8473575,Semyon Varlamov
46,2021-03-28 CBJ at DET,CBJ,59.4,44,51,46.32,24,39,38.10,17,27,38.64,1,2,33.33,1.14,2.69,29.84,18,26,40.91,1,2,33.33,8,15,34.78,1,1,50.00,10,11,47.62,0,1,0.00,21,21,50.00,0,0,-,5.88,92.59,0.985,0,5,0,0,-,12,18,20,37.50,8473575,Semyon Varlamov
47,2021-03-30 CBJ at T.B,CBJ,59.483333333333,35,61,36.46,29,48,37.66,20,38,34.48,2,1,66.67,1.91,2.17,46.78,14,32,30.43,2,1,66.67,5,7,41.67,2,1,66.67,9,25,26.47,0,0,-,17,28,37.78,0,0,-,10.00,97.37,1.074,0,4,0,0,-,14,13,27,34.15,8473575,Semyon Varlamov
48,2021-04-01 CBJ at T.B,CBJ,57.216666666667,55,51,51.89,46,40,53.49,37,34,52.11,2,3,40.00,2.68,2.2,54.99,37,29,56.06,2,2,50.00,15,9,62.50,2,0,100.00,22,20,52.38,0,2,0.00,18,21,46.15,0,1,0.00,5.41,91.18,0.966,0,3,0,0,-,16,12,18,47.06,8473575,Semyon Varlamov
49,2021-04-03 CBJ at FLA,CBJ,39.983333333333,42,45,48.28,33,33,50.00,30,25,54.55,0,3,0.00,2.69,1.57,63.13,20,17,54.05,0,2,0.00,11,5,68.75,0,1,0.00,9,12,42.86,0,1,0.00,20,26,43.48,0,1,0.00,0.00,88.00,0.880,1,2,0,0,100.00,12,8,13,48.00,8473575,Semyon Varlamov
50,2021-04-08 T.B at CBJ,CBJ,53.4,45,44,50.56,40,33,54.79,30,24,55.56,4,3,57.14,1.77,2.51,41.35,20,21,48.78,3,2,60.00,4,11,26.67,0,2,0.00,16,10,61.54,3,0,100.00,23,20,53.49,1,1,50.00,13.33,87.50,1.008,1,3,0,0,100.00,13,15,19,40.63,8473575,Semyon Varlamov
51,2021-04-10 CHI at CBJ,CBJ,59.016666666667,51,48,51.52,37,42,46.84,23,28,45.10,2,4,33.33,2.55,2.62,49.27,27,31,46.55,2,3,40.00,12,10,54.55,1,1,50.00,15,21,41.67,1,2,33.33,22,16,57.89,0,1,0.00,8.70,85.71,0.944,0,4,0,0,-,23,14,22,51.11,8473575,Semyon Varlamov
52,2021-04-15 CBJ at DAL,CBJ,60.0,43,65,39.81,35,46,43.21,18,31,36.73,1,4,20.00,2.31,2.53,47.67,18,26,40.91,1,4,20.00,14,10,58.33,1,2,33.33,4,16,20.00,0,2,0.00,19,31,38.00,0,0,-,5.56,87.10,0.927,0,3,0,0,-,16,21,16,50.00,8473575,Semyon Varlamov
53,2021-04-17 CBJ at DAL,CBJ,26.433333333333,16,31,34.04,11,24,31.43,8,16,33.33,0,1,0.00,0.86,1.78,32.61,7,15,31.82,0,0,-,5,7,41.67,0,0,-,2,8,20.00,0,0,-,7,14,33.33,0,1,0.00,0.00,93.75,0.938,0,2,0,0,-,4,6,10,28.57,8473575,Semyon Varlamov
54,2021-04-19 CBJ at FLA,CBJ,58.1,58,56,50.88,44,48,47.83,35,38,47.95,2,3,40.00,2.36,2.96,44.32,20,27,42.55,2,2,50.00,7,12,36.84,1,2,33.33,13,15,46.43,1,0,100.00,33,26,55.93,0,1,0.00,5.71,92.11,0.978,1,5,0,0,100.00,22,16,19,53.66,8473575,Semyon Varlamov
55,2021-04-22 CBJ at T.B,CBJ,57.25,33,46,41.77,29,31,48.33,24,27,47.06,1,2,33.33,0.87,1.58,35.68,9,20,31.03,0,2,0.00,3,7,30.00,0,1,0.00,6,13,31.58,0,1,0.00,20,23,46.51,1,0,100.00,4.17,92.59,0.968,1,4,0,0,100.00,21,11,23,47.73,8473575,Semyon Varlamov
56,2021-04-25 CBJ at T.B,CBJ,17.483333333333,15,17,46.88,12,12,50.00,10,8,55.56,0,1,0.00,0.76,0.71,51.71,10,10,50.00,0,1,0.00,4,2,66.67,0,0,-,6,8,42.86,0,1,0.00,5,7,41.67,0,0,-,0.00,87.50,0.875,0,2,0,0,-,2,4,9,18.18,8473575,Semyon Varlamov
57,2021-04-27 DET at CBJ,CBJ,65.0,70,55,56.00,54,49,52.43,33,41,44.59,0,0,-,3.79,3.92,49.13,39,29,57.35,0,0,-,17,16,51.52,0,0,-,22,13,62.86,0,0,-,25,19,56.82,0,0,-,0.00,100.00,1.000,0,4,0,0,-,19,10,21,47.50,8473575,Semyon Varlamov
58,2021-05-01 CBJ at CAR,CBJ,64.116666666667,55,66,45.45,42,44,48.84,32,33,49.23,1,2,33.33,3.15,2.17,59.18,28,30,48.28,1,1,50.00,14,12,53.85,1,1,50.00,14,18,43.75,0,0,-,24,31,43.64,0,1,0.00,3.13,93.94,0.971,0,4,0,0,-,20,16,17,54.05,8473575,Semyon Varlamov
59,2021-05-03 NSH at CBJ,CBJ,63.4,48,61,44.04,37,50,42.53,32,38,45.71,3,4,42.86,2.52,3.56,41.46,24,32,42.86,3,3,50.00,13,15,46.43,3,2,60.00,11,17,39.29,0,1,0.00,23,25,47.92,0,1,0.00,9.38,89.47,0.988,0,4,0,0,-,18,18,16,52.94,8473575,Semyon Varlamov
60,2021-05-05 NSH at CBJ,CBJ,60.0,48,59,44.86,37,43,46.25,27,32,45.76,4,2,66.67,3.8,2.26,62.78,28,29,49.12,2,2,50.00,8,13,38.10,1,0,100.00,20,16,55.56,1,2,33.33,17,29,36.96,1,0,100.00,14.81,93.75,1.086,0,3,0,0,-,13,18,22,37.14,8473575,Semyon Varlamov
0,2019-10-04 TOR at CBJ,CBJ,60.0,50,53,48.54,37,36,50.68,29,29,50.0,1,4,20.00,2.17,2.02,51.84,18,19,48.65,1,1,50.00,6,8,42.86,0,1,0.00,12,11,52.17,1,0,100.00,24,25,48.98,0,3,0.00,3.45,86.21,0.897,0,3,0,0,-,21,15,22,48.84,8473575,Semyon Varlamov
1,2019-10-07 BUF at CBJ,CBJ,61.783333333333,63,50,55.75,50,33,60.24,44,18,70.97,4,3,57.14,2.89,1.67,63.29,25,14,64.1,3,1,75.00,8,5,61.54,2,1,66.67,17,9,65.38,1,0,100.00,31,28,52.54,1,2,33.33,9.09,83.33,0.924,1,4,0,0,100.00,25,18,17,59.52,8473575,Semyon Varlamov
2,2019-10-11 ANA at CBJ,CBJ,58.016666666667,55,44,55.56,41,29,58.57,26,23,53.06,1,2,33.33,2.18,1.44,60.15,20,23,46.51,0,2,0.00,9,4,69.23,0,1,0.00,11,19,36.67,0,1,0.00,27,16,62.79,1,0,100.00,3.85,91.3,0.952,0,3,0,0,-,15,12,10,60.0,8473575,Semyon Varlamov
3,2019-10-12 CBJ at CAR,CBJ,60.0,60,50,54.55,50,39,56.18,35,32,52.24,3,2,60.00,4.05,1.95,67.53,30,22,57.69,3,1,75.00,9,8,52.94,2,0,100.00,21,14,60.0,1,1,50.00,22,26,45.83,0,1,0.00,8.57,93.75,1.023,0,3,0,0,-,20,20,23,46.51,8473575,Semyon Varlamov
4,2019-10-16 DAL at CBJ,CBJ,59.933333333333,56,56,50.0,44,42,51.16,35,32,52.24,3,2,60.00,1.84,2.5,42.39,25,31,44.64,3,2,60.00,4,13,23.53,1,1,50.00,21,18,53.85,2,1,66.67,27,22,55.1,0,0,-,8.57,93.75,1.023,1,3,0,0,100.00,18,18,22,45.0,8473575,Semyon Varlamov
5,2019-10-19 NYI at CBJ,CBJ,60.55,80,54,59.7,47,45,51.09,36,34,51.43,2,3,40.00,2.36,2.18,51.91,28,23,54.9,1,3,25.00,10,11,47.62,1,3,25.00,18,12,60.0,0,0,-,39,26,60.0,1,0,100.00,5.56,91.18,0.967,0,4,0,0,-,22,18,20,52.38,8473575,Semyon Varlamov
6,2019-10-21 CBJ at TOR,CBJ,61.95,57,61,48.31,46,43,51.69,37,31,54.41,3,3,50.00,3.07,2.05,59.97,27,26,50.94,3,3,50.00,11,6,64.71,2,3,40.00,16,20,44.44,1,0,100.00,28,31,47.46,0,0,-,8.11,90.32,0.984,0,4,0,0,-,22,17,26,45.83,8473575,Semyon Varlamov
7,2019-10-24 CAR at CBJ,CBJ,63.466666666667,49,52,48.51,37,33,52.86,31,24,56.36,4,3,57.14,2.24,2.27,49.65,27,30,47.37,3,3,50.00,10,12,45.45,2,3,40.00,17,18,48.57,1,0,100.00,17,21,44.74,1,0,100.00,12.9,87.5,1.004,0,4,0,0,-,16,17,12,57.14,8473575,Semyon Varlamov
8,2019-10-26 CBJ at PHI,CBJ,58.883333333333,37,72,33.94,30,55,35.29,25,45,35.71,4,6,40.00,2.63,3.11,45.88,17,28,37.78,3,4,42.86,10,15,40.0,3,3,50.00,7,13,35.0,0,1,0.00,16,38,29.63,1,2,33.33,16.0,86.67,1.027,0,4,1,0,0.00,16,22,22,42.11,8473575,Semyon Varlamov
9,2019-10-30 EDM at CBJ,CBJ,24.933333333333,17,31,35.42,12,23,34.29,8,12,40.0,0,4,0.00,0.63,2.06,23.44,6,16,27.27,0,4,0.00,4,7,36.36,0,2,0.00,2,9,18.18,0,2,0.00,8,13,38.1,0,0,-,0.0,66.67,0.667,0,2,0,0,-,6,8,9,40.0,8473575,Semyon Varlamov
10,2019-11-02 CGY at CBJ,CBJ,59.633333333333,64,56,53.33,55,39,58.51,42,28,60.0,0,2,0.00,2.98,2.65,52.93,27,31,46.55,0,2,0.00,7,11,38.89,0,0,-,20,20,50.0,0,2,0.00,32,19,62.75,0,0,-,0.0,92.86,0.929,0,4,0,0,-,24,13,18,57.14,8473575,Semyon Varlamov
11,2019-11-05 VGK at CBJ,CBJ,58.483333333333,49,49,50.0,41,36,53.25,30,25,54.55,1,2,33.33,2.74,1.99,57.99,27,19,58.7,1,1,50.00,10,9,52.63,1,1,50.00,17,10,62.96,0,0,-,18,28,39.13,0,1,0.00,3.33,92.0,0.953,0,3,0,0,-,21,14,18,53.85,8473575,Semyon Varlamov
12,2019-11-07 CBJ at ARI,CBJ,59.4,49,59,45.37,38,44,46.34,33,32,50.77,3,2,60.00,1.95,2.38,45.04,24,23,51.06,3,2,60.00,4,10,28.57,0,1,0.00,20,13,60.61,3,1,75.00,22,31,41.51,0,0,-,9.09,93.75,1.028,1,3,0,0,100.00,20,17,17,54.05,8473575,Semyon Varlamov
13,2019-11-09 CBJ at COL,CBJ,58.433333333333,60,61,49.59,46,45,50.55,39,36,52.0,2,4,33.33,2.31,2.57,47.32,25,28,47.17,1,4,20.00,6,9,40.0,1,0,100.00,19,19,50.0,0,4,0.00,33,30,52.38,1,0,100.00,5.13,88.89,0.94,1,3,0,0,100.00,22,14,14,61.11,8473575,Semyon Varlamov
14,2019-11-15 STL at CBJ,CBJ,63.566666666667,56,58,49.12,45,40,52.94,39,27,59.09,3,2,60.00,2.38,2.28,51.15,24,26,48.0,3,2,60.00,13,9,59.09,2,2,50.00,11,17,39.29,1,0,100.00,27,29,48.21,0,0,-,7.69,92.59,1.003,0,4,0,0,-,22,21,25,46.81,8473575,Semyon Varlamov
15,2019-11-19 MTL at CBJ,CBJ,60.0,39,67,36.79,32,46,41.03,26,32,44.83,5,2,71.43,1.69,1.95,46.41,15,26,36.59,5,2,71.43,8,7,53.33,4,2,66.67,7,19,26.92,1,0,100.00,21,32,39.62,0,0,-,19.23,93.75,1.13,0,3,0,0,-,17,18,23,42.5,8473575,Semyon Varlamov
16,2019-11-21 DET at CBJ,CBJ,58.9,69,40,63.3,55,31,63.95,36,26,58.06,5,4,55.56,3.26,1.54,67.85,36,17,67.92,4,3,57.14,12,6,66.67,3,2,60.00,24,11,68.57,1,1,50.00,26,19,57.78,1,1,50.00,13.89,84.62,0.985,2,3,0,0,100.00,14,19,16,46.67,8473575,Semyon Varlamov
17,2019-11-25 OTT at CBJ,CBJ,60.0,44,54,44.9,29,40,42.03,17,25,40.48,1,0,100.00,1.68,2.23,42.96,20,24,45.45,1,0,100.00,9,9,50.0,1,0,100.00,11,15,42.31,0,0,-,22,24,47.83,0,0,-,5.88,100.0,1.059,0,3,0,0,-,22,12,22,50.0,8473575,Semyon Varlamov
18,2019-11-27 PHI at CBJ,CBJ,58.1,46,43,51.69,37,29,56.06,28,22,56.0,2,3,40.00,2.06,1.4,59.51,20,23,46.51,1,2,33.33,11,6,64.71,1,2,33.33,9,17,34.62,0,0,-,19,17,52.78,1,1,50.00,7.14,86.36,0.935,0,3,1,0,0.00,13,12,25,34.21,8473575,Semyon Varlamov
19,2019-11-29 PIT at CBJ,CBJ,60.0,48,53,47.52,41,37,52.56,30,31,49.18,5,2,71.43,3.64,2.69,57.5,28,26,51.85,5,2,71.43,13,11,54.17,5,0,100.00,15,15,50.0,0,2,0.00,19,24,44.19,0,0,-,16.67,93.55,1.102,0,3,0,0,-,14,20,24,36.84,8473575,Semyon Varlamov
20,2019-12-03 ARI at CBJ,CBJ,59.183333333333,58,43,57.43,44,34,56.41,35,27,56.45,2,3,40.00,2.34,1.76,57.08,26,22,54.17,2,3,40.00,6,6,50.0,1,1,50.00,20,16,55.56,1,2,33.33,20,13,60.61,0,0,-,5.71,88.89,0.946,1,4,0,0,100.00,27,18,8,77.14,8473575,Semyon Varlamov
21,2019-12-05 NYR at CBJ,CBJ,58.616666666667,80,39,67.23,69,30,69.7,45,19,70.31,2,3,40.00,4.98,1.39,78.2,40,14,74.07,2,2,50.00,15,4,78.95,1,1,50.00,25,10,71.43,1,1,50.00,33,21,61.11,0,1,0.00,4.44,84.21,0.887,2,3,0,0,100.00,19,18,13,59.38,8473575,Semyon Varlamov
22,2019-12-09 CBJ at WSH,CBJ,59.883333333333,56,67,45.53,45,50,47.37,37,39,48.68,5,2,71.43,3.23,2.67,54.77,22,34,39.29,3,2,60.00,8,9,47.06,3,2,60.00,14,25,35.9,0,0,-,30,28,51.72,1,0,100.00,13.51,94.87,1.084,1,3,0,0,100.00,25,18,21,54.35,8473575,Semyon Varlamov
23,2019-12-12 CBJ at PIT,CBJ,62.666666666667,41,68,37.61,25,43,36.76,17,32,34.69,0,1,0.00,1.33,2.42,35.43,20,30,40.0,0,1,0.00,6,9,40.0,0,1,0.00,14,21,40.0,0,0,-,19,35,35.19,0,0,-,0.0,96.88,0.969,1,4,0,0,100.00,16,9,20,44.44,8473575,Semyon Varlamov
24,2019-12-14 CBJ at OTT,CBJ,41.933333333333,49,37,56.98,40,26,60.61,31,19,62.0,2,2,50.00,1.87,1.83,50.62,18,15,54.55,2,2,50.00,11,9,55.0,1,1,50.00,7,6,53.85,1,1,50.00,27,11,71.05,0,0,-,6.45,89.47,0.959,0,3,0,0,-,18,9,12,60.0,8473575,Semyon Varlamov
25,2019-12-16 WSH at CBJ,CBJ,60.0,35,61,36.46,30,46,39.47,21,30,41.18,3,0,100.00,1.79,2.77,39.27,21,34,38.18,3,0,100.00,6,9,40.0,3,0,100.00,15,25,37.5,0,0,-,10,21,32.26,0,0,-,14.29,100.0,1.143,0,3,0,0,-,21,14,31,40.38,8473575,Semyon Varlamov
26,2019-12-17 CBJ at DET,CBJ,59.483333333333,57,35,61.96,48,28,63.16,37,21,63.79,4,3,57.14,3.72,1.63,69.52,25,19,56.82,3,3,50.00,11,7,61.11,1,1,50.00,14,12,53.85,2,2,50.00,26,14,65.0,0,0,-,10.81,85.71,0.965,1,4,0,0,100.00,29,16,16,64.44,8473575,Semyon Varlamov
27,2019-12-19 L.A at CBJ,CBJ,60.25,52,45,53.61,35,35,50.0,26,25,50.98,2,2,50.00,2.5,1.96,56.07,31,16,65.96,1,2,33.33,10,6,62.5,1,2,33.33,21,10,67.74,0,0,-,18,25,41.86,1,0,100.00,7.69,92.0,0.997,1,5,0,0,100.00,30,19,20,60.0,8473575,Semyon Varlamov
28,2019-12-21 N.J at CBJ,CBJ,60.0,56,40,58.33,48,29,62.34,40,22,64.52,5,1,83.33,4.03,1.78,69.37,27,20,57.45,3,0,100.00,9,8,52.94,0,0,-,18,12,60.0,3,0,100.00,23,18,56.1,1,1,50.00,12.5,95.45,1.08,0,3,0,0,-,26,14,19,57.78,8473575,Semyon Varlamov
