,Unnamed: 0,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName,Team+day,day,TOI_MovingAverage,SA_MovingAverage,FA_MovingAverage,GA_MovingAverage,xGA_MovingAverage,HDCA_MovingAverage,HDGA_MovingAverage,fwkSV%_GoalKeeper,GSAx_GoalKeeper,GSAx/60_GoalKeeper,HDCSV%__GoalKeeper
9195,24,2020-02-07 BUF at NYR,NYR,57.95,62,56,52.54,44,39,53.01,34,28,54.84,1,3,25.0,3.03,1.95,60.85,35,25,58.33,1,3,25.00,18,12,60.0,1,2,33.33,17,13,56.67,0,1,0.00,22,27,44.9,0,0,-,2.94,89.29,0.922,0,3,0,1,-,18,10,15,54.55,8473575,Semyon Varlamov,NYR + 2020-02-07,2020-02-07,2176.9166666666656,1189.0,1665.0,115.0,109.2,434.0,65.0,0.9309309309309309,3.00976151284309,0.08295480186988576,0.8502304147465438
9196,25,2020-02-13 NYR at MIN,NYR,64.216666666667,58,51,53.21,41,39,51.25,29,26,52.73,2,3,40.0,1.73,2.11,45.15,21,26,44.68,1,2,33.33,5,10,33.33,1,1,50.00,16,16,50.0,0,1,0.00,30,22,57.69,1,1,50.00,6.9,88.46,0.954,0,5,0,0,-,17,20,20,45.95,8473575,Semyon Varlamov,NYR + 2020-02-13,2020-02-13,2174.9666666666662,1173.0,1647.0,116.0,108.16,430.0,65.0,0.9295689131754705,2.983769866204846,0.08231215434977891,0.8488372093023255
9197,26,2020-02-14 NYR at CBJ,NYR,59.566666666667,53,65,44.92,38,54,41.3,28,37,43.08,3,1,75.0,2.94,2.37,55.4,29,22,56.86,2,0,100.00,13,9,59.09,1,0,100.00,16,13,55.17,1,0,100.00,20,36,35.71,1,1,50.00,10.71,97.3,1.08,1,3,0,0,100.00,21,9,21,50.0,8473575,Semyon Varlamov,NYR + 2020-02-14,2020-02-14,2179.45,1171.0,1647.0,114.0,107.25,425.0,62.0,0.930783242258652,2.9525797793021176,0.08128417112488337,0.8541176470588235
9198,27,2020-02-16 BOS at NYR,NYR,58.75,58,61,48.74,46,45,50.55,26,33,44.07,1,2,33.33,2.76,2.97,48.23,28,26,51.85,0,1,0.00,12,13,48.0,0,1,0.00,16,13,55.17,0,0,-,28,31,47.46,1,1,50.00,3.85,93.94,0.978,0,4,0,0,-,20,12,25,44.44,8473575,Semyon Varlamov,NYR + 2020-02-16,2020-02-16,2174.016666666667,1183.0,1658.0,112.0,106.98,426.0,62.0,0.9324487334137516,2.9525072638204244,0.08148531634803112,0.8544600938967136
9199,28,2020-02-25 NYR at NYI,NYR,60.466666666667,48,84,36.36,35,61,36.46,28,45,38.36,4,3,57.14,2.18,4.31,33.59,30,48,38.46,3,3,50.00,9,27,25.0,2,3,40.00,21,21,50.0,1,0,100.00,15,32,31.91,1,0,100.00,14.29,93.33,1.076,0,4,0,0,-,13,17,19,40.63,8473575,Semyon Varlamov,NYR + 2020-02-25,2020-02-25,2172.766666666667,1188.0,1664.0,112.0,108.38000000000001,433.0,62.0,0.9326923076923077,2.9928662381295736,0.08264669052718089,0.8568129330254042
9200,29,2020-02-27 NYR at MTL,NYR,60.0,54,74,42.19,43,49,46.74,35,34,50.72,5,2,71.43,2.49,2.94,45.91,24,29,45.28,3,2,60.00,7,13,35.0,1,2,33.33,17,16,51.52,2,0,100.00,25,41,37.88,1,0,100.00,14.29,94.12,1.084,0,3,0,0,-,15,17,23,39.47,8473575,Semyon Varlamov,NYR + 2020-02-27,2020-02-27,2173.233333333334,1203.0,1685.0,115.0,110.39,452.0,65.0,0.9317507418397626,3.0477169194901594,0.0841432957817428,0.8561946902654868
9201,30,2020-02-28 NYR at PHI,NYR,60.0,47,75,38.52,34,58,36.96,28,40,41.18,2,5,28.57,2.09,3.72,35.94,24,36,40.0,2,4,33.33,7,16,30.43,2,2,50.00,17,20,45.95,0,2,0.00,21,37,36.21,0,1,0.00,7.14,87.5,0.946,0,3,0,0,-,18,18,17,51.43,8473575,Semyon Varlamov,NYR + 2020-02-28,2020-02-28,2173.233333333334,1200.0,1685.0,115.0,110.43,451.0,65.0,0.9317507418397626,3.048821264782121,0.08417378524483973,0.8558758314855875
9202,31,2020-03-03 STL at NYR,NYR,58.7,47,39,54.65,38,27,58.46,22,21,51.16,1,2,33.33,2.01,1.2,62.53,23,15,60.53,1,2,33.33,8,7,53.33,0,1,0.00,15,8,65.22,1,1,50.00,22,17,56.41,0,0,-,4.55,90.48,0.95,0,4,0,0,-,17,12,5,77.27,8473575,Semyon Varlamov,NYR + 2020-03-03,2020-03-03,2173.983333333334,1207.0,1702.0,116.0,110.84,452.0,64.0,0.9318448883666275,3.0590850895821027,0.08442801863319686,0.8584070796460177
9203,32,2020-03-05 WSH at NYR,NYR,60.483333333333,62,53,53.91,47,48,49.47,38,34,52.78,5,5,50.0,2.63,3.19,45.14,26,22,54.17,5,4,55.56,10,14,41.67,4,2,66.67,16,8,66.67,1,2,33.33,26,24,52.0,0,1,0.00,13.16,85.29,0.985,0,5,0,0,-,25,20,17,59.52,8473575,Semyon Varlamov,NYR + 2020-03-05,2020-03-05,2172.683333333334,1194.0,1682.0,116.0,107.94,440.0,64.0,0.9310344827586207,2.9808301562583894,0.08231747656530863,0.8545454545454545
9204,33,2020-03-11 NYR at COL,NYR,61.733333333333,60,52,53.57,40,37,51.95,31,28,52.54,1,3,25.0,2.8,2.12,56.91,29,27,51.79,1,3,25.00,12,8,60.0,0,1,0.00,17,19,47.22,1,2,33.33,23,18,56.1,0,0,-,3.23,89.29,0.925,3,5,0,0,100.00,24,15,17,58.54,8473575,Semyon Varlamov,NYR + 2020-03-11,2020-03-11,2193.2166666666667,1210.0,1707.0,117.0,109.61,445.0,63.0,0.9314586994727593,2.998609348521578,0.08203319063079101,0.8584269662921349
9205,34,2021-01-16 NYI at NYR,NYR,60.0,65,38,63.11,45,32,58.44,32,23,58.18,5,0,100.0,2.86,1.52,65.23,29,19,60.42,4,0,100.00,12,4,75.0,3,0,100.00,17,15,53.13,1,0,100.00,31,14,68.89,1,0,100.00,15.63,100.0,1.156,0,3,0,0,-,22,15,19,53.66,8473575,Semyon Varlamov,NYR + 2021-01-16,2021-01-16,2195.25,1217.0,1717.0,116.0,109.88,442.0,61.0,0.9324403028538147,3.003211479330372,0.08208299226048164,0.8619909502262444
9206,35,2021-01-19 N.J at NYR,NYR,40.0,51,34,60.0,39,26,60.0,29,20,59.18,2,4,33.33,2.58,1.72,59.9,24,15,61.54,1,4,20.00,12,6,66.67,1,3,25.00,12,9,57.14,0,1,0.00,27,17,61.36,1,0,100.00,6.9,80.0,0.869,0,2,0,0,-,17,11,9,65.38,8473575,Semyon Varlamov,NYR + 2021-01-19,2021-01-19,2197.133333333333,1222.0,1718.0,113.0,109.64,440.0,60.0,0.9342258440046566,2.9940831993203263,0.0817633546557118,0.8636363636363636
9207,36,2021-01-26 NYR at BUF,NYR,57.683333333333,36,47,43.37,31,39,44.29,25,24,51.02,2,3,40.0,1.82,3.05,37.34,14,27,34.15,1,3,25.00,9,13,40.91,1,1,50.00,5,14,26.32,0,2,0.00,18,19,48.65,1,0,100.00,8.0,87.5,0.955,1,3,0,0,100.00,16,13,25,39.02,8473575,Semyon Varlamov,NYR + 2021-01-26,2021-01-26,2197.133333333333,1218.0,1713.0,112.0,109.55000000000001,440.0,60.0,0.9346176298890835,2.9916254513456932,0.08169623771008054,0.8636363636363636
9208,37,2021-01-30 PIT at NYR,NYR,62.266666666667,54,62,46.55,45,49,47.87,34,38,47.22,4,5,44.44,3.22,3.19,50.26,28,37,43.08,4,5,44.44,15,13,53.57,3,4,42.86,13,24,35.14,1,1,50.00,21,23,47.73,0,0,-,11.76,86.84,0.986,1,4,0,0,100.00,23,17,14,62.16,8473575,Semyon Varlamov,NYR + 2021-01-30,2021-01-30,2189.816666666666,1202.0,1690.0,113.0,108.51,437.0,59.0,0.9331360946745562,2.9731256041221115,0.08146231552747646,0.8649885583524027
9209,38,2021-02-10 BOS at NYR,NYR,60.6,51,65,43.97,42,48,46.67,35,32,52.24,2,3,40.0,3.13,3.17,49.7,22,33,40.0,2,3,40.00,13,15,46.43,2,3,40.00,9,18,33.33,0,0,-,23,27,46.0,0,0,-,5.71,90.63,0.963,0,4,0,0,-,12,13,17,41.38,8473575,Semyon Varlamov,NYR + 2021-02-10,2021-02-10,2232.083333333333,1232.0,1729.0,115.0,111.2,446.0,62.0,0.9334875650665124,2.989135710285608,0.08035011056209215,0.8609865470852018
9210,39,2021-02-18 NYR at PHI,NYR,64.983333333333,56,60,48.28,39,33,54.17,32,22,59.26,2,2,50.0,2.83,2.19,56.42,20,30,40.0,2,2,50.00,9,7,56.25,1,2,33.33,11,23,32.35,1,0,100.00,27,17,61.36,0,0,-,6.25,90.91,0.972,1,4,0,0,100.00,22,16,24,47.83,8473575,Semyon Varlamov,NYR + 2021-02-18,2021-02-18,2232.9666666666662,1229.0,1732.0,116.0,112.01,451.0,64.0,0.9330254041570438,3.0097180134051866,0.08087137327216912,0.8580931263858093
9211,40,2021-02-26 BOS at NYR,NYR,60.0,64,65,49.61,52,51,50.49,34,33,50.75,6,2,75.0,3.64,3.22,53.04,30,32,48.39,5,2,71.43,19,15,55.88,3,2,60.00,11,17,39.29,2,0,100.00,27,30,47.37,1,0,100.00,17.65,93.94,1.116,0,3,0,0,-,22,22,19,53.66,8473575,Semyon Varlamov,NYR + 2021-02-26,2021-02-26,2237.266666666666,1220.0,1711.0,113.0,111.38,448.0,64.0,0.9339567504383401,2.9870377544026945,0.08010769030550452,0.8571428571428571
9212,41,2021-02-28 BOS at NYR,NYR,45.416666666667,29,54,34.94,19,45,29.69,11,33,25.0,1,2,33.33,0.78,2.23,25.78,11,21,34.38,1,1,50.00,2,9,18.18,0,0,-,9,12,42.86,1,1,50.00,15,29,34.09,0,1,0.00,9.09,93.94,1.03,0,4,0,0,-,12,12,14,46.15,8473575,Semyon Varlamov,NYR + 2021-02-28,2021-02-28,2237.266666666666,1221.0,1718.0,114.0,111.86,452.0,65.0,0.9336437718277066,2.9999106052027784,0.08045292007159037,0.8561946902654868
9213,42,2021-03-04 NYR at N.J,NYR,5.8666666666667,2,4,33.33,2,4,33.33,2,3,40.0,2,0,100.0,0.13,0.23,37.16,0,2,0.0,0,0,-,0,1,0.0,0,0,-,0,1,0.0,0,0,-,2,2,50.0,2,0,100.00,100.0,100.0,2.0,0,0,1,0,0.00,0,2,3,0.0,8473575,Semyon Varlamov,NYR + 2021-03-04,2021-03-04,2225.3833333333328,1217.0,1717.0,112.0,111.41,454.0,63.0,0.9347699475829936,3.0037970986272033,0.08098731720421153,0.8612334801762115
9214,43,2021-03-06 NYR at N.J,NYR,59.966666666667,37,51,42.05,32,42,43.24,28,27,50.91,6,3,66.67,2.83,1.94,59.31,16,22,42.11,4,2,66.67,6,2,75.0,4,0,100.00,10,20,33.33,0,2,0.00,20,29,40.82,1,1,50.00,21.43,88.89,1.103,1,3,0,0,100.00,22,23,14,61.11,8473575,Semyon Varlamov,NYR + 2021-03-06,2021-03-06,2170.1833333333325,1185.0,1674.0,109.0,108.15,440.0,62.0,0.9348864994026285,2.9900699633671515,0.08266776131142338,0.8590909090909091
9215,44,2021-03-07 NYR at PIT,NYR,17.233333333333,12,9,57.14,11,6,64.71,10,6,62.5,1,3,25.0,0.46,0.35,57.14,3,4,42.86,1,2,33.33,1,2,33.33,0,2,0.00,2,2,50.0,1,0,100.00,7,5,58.33,0,1,0.00,10.0,50.0,0.6,0,1,0,0,-,5,8,4,55.56,8473575,Semyon Varlamov,NYR + 2021-03-07,2021-03-07,2210.916666666667,1201.0,1702.0,110.0,109.38000000000001,439.0,62.0,0.9353701527614571,2.968361539331348,0.08055558811648902,0.8587699316628702
9216,45,2021-03-11 NYR at BOS,NYR,24.866666666667,24,20,54.55,21,16,56.76,14,14,50.0,0,4,0.0,0.72,0.78,47.83,6,11,35.29,0,2,0.00,1,4,20.0,0,1,0.00,5,7,41.67,0,1,0.00,17,9,65.38,0,2,0.00,0.0,71.43,0.714,0,2,0,0,-,11,6,6,64.71,8473575,Semyon Varlamov,NYR + 2021-03-11,2021-03-11,2168.15,1177.0,1661.0,112.0,107.33,434.0,63.0,0.9325707405177603,2.970181952355695,0.08219492061957968,0.8548387096774194
9217,46,2021-03-17 PHI at NYR,NYR,59.633333333333,43,50,46.24,33,39,45.83,29,26,52.73,9,0,100.0,2.31,1.55,59.96,28,22,56.0,8,0,100.00,11,5,68.75,4,0,100.00,17,17,50.0,4,0,100.00,12,24,33.33,1,0,100.00,31.03,100.0,1.31,1,3,0,0,100.00,24,15,21,53.33,8473575,Semyon Varlamov,NYR + 2021-03-17,2021-03-17,2133.2833333333338,1158.0,1624.0,115.0,104.96,423.0,63.0,0.9291871921182266,2.952069189121619,0.08302889193370022,0.851063829787234
9218,47,2021-03-19 NYR at WSH,NYR,59.216666666667,59,49,54.63,50,33,60.24,32,18,64.0,1,2,33.33,2.98,2.05,59.28,27,22,55.1,1,2,33.33,10,7,58.82,0,2,0.00,17,15,53.13,1,0,100.00,25,26,49.02,0,0,-,3.13,88.89,0.92,0,3,0,0,-,21,14,13,61.76,8473575,Semyon Varlamov,NYR + 2021-03-19,2021-03-19,2133.333333333334,1154.0,1620.0,109.0,101.13,404.0,57.0,0.932716049382716,2.844281249999999,0.07999541015624995,0.8589108910891089
9219,48,2021-04-09 NYR at NYI,NYR,60.0,51,58,46.79,41,42,49.4,36,32,52.94,4,1,80.0,2.52,2.12,54.38,31,25,55.36,2,0,100.00,10,10,50.0,2,0,100.00,21,15,58.33,0,0,-,15,25,37.5,1,1,50.00,11.11,96.88,1.08,0,3,0,0,-,15,25,18,45.45,8473575,Semyon Varlamov,NYR + 2021-04-09,2021-04-09,2130.1500000000005,1140.0,1611.0,109.0,101.02,403.0,59.0,0.9323401613904407,2.8454334201816764,0.08014740990582848,0.8535980148883374
9220,49,2021-04-18 NYR at N.J,NYR,57.683333333333,48,45,51.61,35,34,50.72,25,28,47.17,5,3,62.5,2.58,2.25,53.39,25,21,54.35,5,3,62.50,9,6,60.0,3,1,75.00,16,15,51.61,2,2,50.00,21,23,47.73,0,0,-,20.0,89.29,1.093,0,3,0,0,-,20,14,12,62.5,8473575,Semyon Varlamov,NYR + 2021-04-18,2021-04-18,2163.4500000000007,1147.0,1621.0,105.0,100.89,406.0,57.0,0.9352251696483652,2.7980309228315874,0.07759913812193266,0.8596059113300493
9221,50,2021-04-23 PHI at NYR,NYR,60.0,43,55,43.88,32,40,44.44,24,27,47.06,4,1,80.0,2.12,2.07,50.55,26,22,54.17,3,1,75.00,8,12,40.0,3,1,75.00,18,10,64.29,0,0,-,16,29,35.56,1,0,100.00,16.67,96.3,1.13,0,3,0,0,-,16,14,22,42.11,8473575,Semyon Varlamov,NYR + 2021-04-23,2021-04-23,2161.4166666666665,1132.0,1592.0,103.0,99.51,401.0,57.0,0.9353015075376885,2.7623549369626406,0.07668178874245678,0.85785536159601
9222,51,2021-05-01 NYR at NYI,NYR,60.0,55,53,50.93,38,41,48.1,28,25,52.83,0,3,0.0,1.71,1.94,46.92,25,27,48.08,0,3,0.00,4,3,57.14,0,0,-,21,24,46.67,0,3,0.00,26,23,53.06,0,0,-,0.0,88.0,0.88,0,3,0,0,-,13,11,11,54.17,8473575,Semyon Varlamov,NYR + 2021-05-01,2021-05-01,2161.7499999999995,1126.0,1580.0,104.0,98.68,407.0,58.0,0.9341772151898734,2.738892101306812,0.076018746884889,0.8574938574938575
9223,52,2021-05-05 WSH at NYR,NYR,58.516666666667,32,65,32.99,26,49,34.67,20,34,37.04,2,3,40.0,1.54,4.06,27.47,12,34,26.09,2,3,40.00,4,20,16.67,0,1,0.00,8,14,36.36,2,2,50.00,15,26,36.59,0,0,-,10.0,91.18,1.012,0,4,0,0,-,10,18,26,27.78,8473575,Semyon Varlamov,NYR + 2021-05-05,2021-05-05,2162.1833333333325,1104.0,1549.0,105.0,95.49000000000001,395.0,57.0,0.9322143318269851,2.6498215538306202,0.07353182811964941,0.8556962025316456
9224,0,2020-01-07 COL at NYR,NYR,59.433333333333,46,55,45.54,35,43,44.87,27,32,45.76,5,3,62.50,2.9,2.88,50.14,25,22,53.19,3,3,50.00,13,13,50.00,3,3,50.00,12,9,57.14,0,0,-,18,32,36.0,1,0,100.00,18.52,90.63,1.091,1,3,0,0,100.00,15,19,24,38.46,8473575,Semyon Varlamov,NYR + 2020-01-07,2020-01-07,2161.4833333333327,1105.0,1557.0,106.0,97.14,406.0,56.0,0.9319203596660244,2.6964815828636204,0.07485086397696826,0.8620689655172413
9225,1,2020-01-09 N.J at NYR,NYR,60.0,68,76,47.22,49,59,45.37,37,49,43.02,6,3,66.67,2.77,2.98,48.14,33,31,51.56,5,3,62.50,15,9,62.50,1,2,33.33,18,22,45.0,4,1,80.00,28,37,43.08,1,0,100.00,16.22,93.88,1.101,0,3,0,0,-,20,15,24,45.45,8473575,Semyon Varlamov,NYR + 2020-01-09,2020-01-09,2160.9166666666656,1099.0,1547.0,109.0,95.61,398.0,59.0,0.929541047188106,2.6547067216844717,0.07371057188742512,0.8517587939698492
9226,2,2020-01-19 CBJ at NYR,NYR,59.85,61,56,52.14,47,41,53.41,31,31,50.0,1,2,33.33,1.87,2.11,46.94,21,24,46.67,1,2,33.33,9,9,50.00,0,1,0.00,12,15,44.44,1,1,50.00,34,28,54.84,0,0,-,3.23,93.55,0.968,0,3,0,0,-,18,10,16,52.94,8473575,Semyon Varlamov,NYR + 2020-01-19,2020-01-19,2160.916666666666,1130.0,1579.0,109.0,96.35000000000001,396.0,60.0,0.9309689677010766,2.6752535575180296,0.07428107521549426,0.8484848484848485
9227,3,2020-01-31 DET at NYR,NYR,59.483333333333,74,51,59.2,54,33,62.07,39,25,60.94,4,2,66.67,2.86,1.3,68.72,36,19,65.45,3,2,60.00,11,9,55.00,3,1,75.00,25,10,71.43,0,1,0.00,33,24,57.89,1,0,100.00,10.26,92.0,1.023,1,3,0,0,100.00,27,12,14,65.85,8473575,Semyon Varlamov,NYR + 2020-01-31,2020-01-31,2162.033333333333,1139.0,1585.0,108.0,96.24000000000001,397.0,60.0,0.9318611987381703,2.6708191363068723,0.07411964732816902,0.8488664987405542
9228,4,2020-02-05 TOR at NYR,NYR,60.0,54,66,45.0,46,45,50.55,35,30,53.85,5,3,62.50,3.94,4.2,48.4,37,42,46.84,4,3,57.14,18,21,46.15,2,2,50.00,19,21,47.5,2,1,66.67,17,22,43.59,1,0,100.00,14.29,90.0,1.043,0,3,0,0,-,20,20,22,47.62,8473575,Semyon Varlamov,NYR + 2020-02-05,2020-02-05,2161.516666666666,1124.0,1565.0,104.0,93.35000000000001,394.0,59.0,0.9335463258785942,2.5912360919416164,0.0719282751385202,0.850253807106599
9229,5,2020-02-09 L.A at NYR,NYR,60.0,67,86,43.79,53,64,45.3,41,43,48.81,4,1,80.00,3.52,3.87,47.68,33,41,44.59,3,1,75.00,11,16,40.74,2,0,100.00,22,25,46.81,1,1,50.00,28,38,42.42,0,0,-,9.76,97.67,1.074,0,3,0,0,-,19,16,28,40.43,8473575,Semyon Varlamov,NYR + 2020-02-09,2020-02-09,2160.6499999999987,1106.0,1541.0,103.0,93.82000000000001,402.0,59.0,0.9331602855288773,2.605327100641013,0.07234842572302819,0.8532338308457711
9230,6,2020-02-11 NYR at WPG,NYR,53.933333333333,44,79,35.77,32,60,34.78,28,43,39.44,3,1,75.00,2.33,3.11,42.86,27,22,55.1,3,0,100.00,9,11,45.00,3,0,100.00,18,11,62.07,0,0,-,15,55,21.43,0,1,0.00,10.71,97.67,1.084,0,3,0,0,-,7,17,23,23.33,8473575,Semyon Varlamov,NYR + 2020-02-11,2020-02-11,2185.349999999999,1125.0,1574.0,98.0,95.55999999999999,410.0,55.0,0.9377382465057179,2.623652961768139,0.07203385165126337,0.8658536585365854
9231,7,2020-02-19 NYR at CHI,NYR,60.0,63,69,47.73,50,50,50.0,41,40,50.62,6,3,66.67,3.5,3.77,48.14,37,37,50.0,6,2,75.00,17,17,50.00,5,2,71.43,20,20,50.0,1,0,100.00,24,29,45.28,0,1,0.00,14.63,92.5,1.071,0,3,0,0,-,16,19,14,53.33,8473575,Semyon Varlamov,NYR + 2020-02-19,2020-02-19,2180.7499999999986,1141.0,1599.0,97.0,96.82,417.0,54.0,0.9393370856785491,2.6638541786082786,0.0732918723909191,0.8705035971223022
9232,8,2020-02-21 NYR at CAR,NYR,60.0,57,63,47.5,49,39,55.68,36,29,55.38,5,2,71.43,4.03,2.86,58.48,29,28,50.88,4,2,66.67,12,10,54.55,3,1,75.00,17,18,48.57,1,1,50.00,25,23,52.08,1,0,100.00,13.89,93.1,1.07,0,3,0,0,-,16,19,14,53.33,8473575,Semyon Varlamov,NYR + 2020-02-21,2020-02-21,2181.0666666666657,1148.0,1606.0,98.0,97.82000000000001,423.0,54.0,0.9389788293897883,2.6909768920405934,0.07402736284498518,0.8723404255319149
9233,9,2020-02-22 S.J at NYR,NYR,59.783333333333,49,75,39.52,40,59,40.4,32,46,41.03,3,2,60.00,3.82,4.26,47.26,31,36,46.27,3,1,75.00,15,17,46.88,3,1,75.00,16,19,45.71,0,0,-,14,35,28.57,0,1,0.00,9.38,95.65,1.05,1,3,0,0,100.00,22,18,15,59.46,8473575,Semyon Varlamov,NYR + 2020-02-22,2020-02-22,2181.2333333333327,1137.0,1594.0,98.0,96.60000000000001,413.0,53.0,0.9385194479297365,2.6572122805140834,0.073092930680278,0.8716707021791767
9234,10,2020-03-07 N.J at NYR,NYR,39.1,45,44,50.56,34,28,54.84,25,23,52.08,2,5,28.57,2.16,2.18,49.7,20,20,50.0,2,4,33.33,9,12,42.86,1,3,25.00,11,8,57.89,1,1,50.00,19,22,46.34,0,1,0.00,8.0,78.26,0.863,2,2,0,0,100.00,19,14,4,82.61,8473575,Semyon Varlamov,NYR + 2020-03-07,2020-03-07,2185.7333333333327,1165.0,1627.0,96.0,98.53,419.0,52.0,0.9409956976029502,2.704721527481243,0.07424661058784601,0.8758949880668258
9235,11,2020-03-10 NYR at DAL,NYR,60.0,48,55,46.6,34,41,45.33,27,33,45.0,4,2,66.67,2.11,2.87,42.35,23,29,44.23,4,2,66.67,11,14,44.00,2,2,50.00,12,15,44.44,2,0,100.00,19,21,47.5,0,0,-,14.81,93.94,1.088,0,3,0,0,-,17,17,24,41.46,8473575,Semyon Varlamov,NYR + 2020-03-10,2020-03-10,2207.3833333333328,1182.0,1647.0,100.0,100.03,427.0,54.0,0.9392835458409229,2.7189658947622757,0.07390558369369611,0.8735362997658079
9236,12,2021-01-14 NYI at NYR,NYR,59.916666666667,49,56,46.67,29,45,39.19,24,33,42.11,0,4,0.00,1.68,3.46,32.65,19,30,38.78,0,4,0.00,8,18,30.77,0,2,0.00,11,12,47.83,0,2,0.00,24,21,53.33,0,0,-,0.0,87.88,0.879,1,3,0,0,100.00,19,12,20,48.72,8473575,Semyon Varlamov,NYR + 2021-01-14,2021-01-14,2209.4333333333325,1187.0,1649.0,99.0,100.95,429.0,54.0,0.939963614311704,2.7414269118778583,0.07444696892687637,0.8741258741258742
9237,13,2021-01-19 N.J at NYR,NYR,17.733333333333,25,12,67.57,22,10,68.75,19,8,70.37,1,0,100.00,1.48,0.46,76.28,12,4,75.0,1,0,100.00,6,2,75.00,1,0,100.00,6,2,75.0,0,0,-,13,8,61.9,0,0,-,5.26,100.0,1.053,1,1,0,0,100.00,11,2,6,64.71,8473575,Semyon Varlamov,NYR + 2021-01-19,2021-01-19,2205.1333333333323,1194.0,1655.0,100.0,102.3,437.0,55.0,0.9395770392749244,2.7835051546391765,0.07573705714470054,0.8741418764302059
9238,14,2021-01-22 NYR at PIT,NYR,64.883333333333,54,48,52.94,44,38,53.66,34,29,53.97,3,3,50.00,2.99,2.74,52.19,25,27,48.08,2,3,40.00,13,13,50.00,2,3,40.00,12,14,46.15,0,0,-,27,18,60.0,1,0,100.00,8.82,89.66,0.985,2,4,0,0,100.00,21,13,19,52.5,8473575,Semyon Varlamov,NYR + 2021-01-22,2021-01-22,2163.299999999999,1165.0,1611.0,99.0,100.38999999999999,430.0,55.0,0.9385474860335196,2.784357232006658,0.07722527338806433,0.872093023255814
9239,15,2021-01-24 NYR at PIT,NYR,58.65,52,46,53.06,40,32,55.56,26,19,57.78,2,3,40.00,2.41,1.81,57.12,22,16,57.89,2,2,50.00,8,7,53.33,1,0,100.00,14,9,60.87,1,2,33.33,29,24,54.72,0,1,0.00,7.69,84.21,0.919,0,3,0,0,-,25,12,19,56.82,8473575,Semyon Varlamov,NYR + 2021-01-24,2021-01-24,2169.433333333332,1161.0,1604.0,100.0,100.16,430.0,57.0,0.9376558603491272,2.770124302813332,0.07661330524198333,0.8674418604651163
9240,16,2021-01-28 NYR at BUF,NYR,62.783333333333,64,39,62.14,50,27,64.94,39,25,60.94,3,2,60.00,2.74,1.12,70.97,26,11,70.27,3,2,60.00,10,4,71.43,0,2,0.00,16,7,69.57,3,0,100.00,37,23,61.67,0,0,-,7.69,92.0,0.997,0,4,0,0,-,19,20,18,51.35,8473575,Semyon Varlamov,NYR + 2021-01-28,2021-01-28,2167.6166666666645,1135.0,1575.0,100.0,97.66000000000001,410.0,54.0,0.9365079365079365,2.703245500049981,0.07482629770162268,0.8682926829268293
9241,17,2021-02-01 PIT at NYR,NYR,59.2,43,60,41.75,30,40,42.86,22,26,45.83,2,1,66.67,2.33,2.41,49.23,23,24,48.94,1,1,50.00,8,10,44.44,1,1,50.00,15,14,51.72,0,0,-,17,31,35.42,1,0,100.00,9.09,96.15,1.052,1,4,0,0,100.00,16,10,20,44.44,8473575,Semyon Varlamov,NYR + 2021-02-01,2021-02-01,2170.399999999998,1126.0,1553.0,100.0,95.83999999999999,401.0,54.0,0.9356084996780425,2.649465536306674,0.07324361047659446,0.8653366583541147
9242,18,2021-02-04 WSH at NYR,NYR,60.0,51,59,46.36,42,41,50.6,31,33,48.44,4,2,66.67,3.27,2.4,57.67,27,28,49.09,4,2,66.67,13,10,56.52,4,1,80.00,14,18,43.75,0,1,0.00,23,31,42.59,0,0,-,12.9,93.94,1.068,0,3,0,0,-,18,23,16,52.94,8473575,Semyon Varlamov,NYR + 2021-02-04,2021-02-04,2169.5999999999976,1112.0,1535.0,96.0,94.53,395.0,53.0,0.9374592833876222,2.6142146017699144,0.07229575779230965,0.8658227848101265
9243,19,2021-02-08 NYI at NYR,NYR,58.833333333333,43,59,42.16,33,40,45.21,29,30,49.15,0,2,0.00,2.43,2.33,51.01,26,22,54.17,0,2,0.00,11,12,47.83,0,2,0.00,15,10,60.0,0,0,-,13,32,28.89,0,0,-,0.0,93.33,0.933,0,3,0,0,-,15,16,12,55.56,8473575,Semyon Varlamov,NYR + 2021-02-08,2021-02-08,2170.899999999998,1124.0,1549.0,96.0,95.73,398.0,53.0,0.9380245319561007,2.645815099728226,0.07312584917946184,0.8668341708542714
