,Unnamed: 0,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName,Team+day,day,TOI_MovingAverage,SA_MovingAverage,FA_MovingAverage,GA_MovingAverage,xGA_MovingAverage,HDCA_MovingAverage,HDGA_MovingAverage,fwkSV%_GoalKeeper,GSAx_GoalKeeper,GSAx/60_GoalKeeper,HDCSV%__GoalKeeper
0,0,2015-12-12 OTT at MTL,OTT,31.816666666667,37,21,63.79,22,14,61.11,16,11,59.26,1,0,100.0,1.49,1.18,55.93,23,8,74.19,1,0,100.0,9,3,75.0,1,0,100.0,14,5,73.68,0,0,-,8,12,40.0,0,0,-,6.25,100.0,1.063,0,3,0,0,-,13,13,8,61.9,8473541,Jonathan Bernier,OTT + 2015-12-12,2015-12-12,,,,,,,,,,,
1,1,2016-10-28 OTT at CGY,OTT,40.0,43,39,52.44,33,26,55.93,22,15,59.46,0,4,0.0,2.32,1.61,58.95,20,18,52.63,0,3,0.0,9,7,56.25,0,1,0.0,11,11,50.0,0,2,0.00,22,14,61.11,0,1,0.00,0.0,73.33,0.733,0,2,0,0,-,23,10,13,63.89,8473541,Jonathan Bernier,OTT + 2016-10-28,2016-10-28,,,,,,,,,,,
2,0,2015-10-23 WSH at EDM,WSH,59.666666666667,48,55,46.6,37,39,48.68,26,23,53.06,7,4,63.64,2.45,2.56,48.99,26,22,54.17,7,4,63.64,14,9,60.87,6,3,66.67,12,13,48.0,1,1,50.00,17,27,38.64,0,0,-,26.92,82.61,1.095,1,3,0,0,100.00,13,26,23,36.11,8473541,Jonathan Bernier,WSH + 2015-10-23,2015-10-23,,,,,,,,,,,
3,1,2015-10-31 WSH at FLA,WSH,63.733333333333,48,44,52.17,36,38,48.65,27,27,50.0,2,1,66.67,1.82,2.45,42.66,13,25,34.21,2,1,66.67,4,10,28.57,1,0,100.00,9,15,37.5,1,1,50.00,29,19,60.42,0,0,-,7.41,96.30,1.037,0,4,0,0,-,15,22,18,45.45,8473541,Jonathan Bernier,WSH + 2015-10-31,2015-10-31,,,,,,,,,,,
4,2,2015-11-13 CGY at WSH,WSH,61.666666666667,75,55,57.69,48,45,51.61,36,29,55.38,2,3,40.00,2.85,2.59,52.34,33,26,55.93,2,3,40.00,10,9,52.63,2,0,100.00,23,17,57.5,0,3,0.00,38,23,62.3,0,0,-,5.56,89.66,0.952,0,4,0,0,-,22,23,20,52.38,8473541,Jonathan Bernier,WSH + 2015-11-13,2015-11-13,,,,,,,,,,,
5,3,2015-11-19 DAL at WSH,WSH,58.683333333333,65,60,52.0,47,43,52.22,33,31,51.56,2,3,40.00,3.05,2.55,54.50,39,33,54.17,2,3,40.00,14,11,56.00,2,2,50.00,25,22,53.19,0,1,0.00,23,21,52.27,0,0,-,6.06,90.32,0.964,0,3,0,0,-,21,17,16,56.76,8473541,Jonathan Bernier,WSH + 2015-11-19,2015-11-19,,,,,,,,,,,
6,4,2015-12-10 WSH at FLA,WSH,56.916666666667,48,49,49.48,33,39,45.83,18,25,41.86,0,3,0.00,1.94,1.91,50.40,21,22,48.84,0,1,0.00,5,9,35.71,0,1,0.00,16,13,55.17,0,0,-,20,26,43.48,0,2,0.00,0.0,88.00,0.880,0,5,0,0,-,17,19,21,44.74,8473541,Jonathan Bernier,WSH + 2015-12-10,2015-12-10,,,,,,,,,,,
7,5,2015-12-18 T.B at WSH,WSH,30.933333333333,24,26,48.0,16,14,53.33,11,7,61.11,5,0,100.00,1.21,0.41,74.48,9,6,60.0,3,0,100.00,2,0,100.00,2,0,100.00,7,6,53.85,1,0,100.00,12,19,38.71,1,0,100.00,45.45,100.00,1.455,0,2,0,0,-,7,13,5,58.33,8473541,Jonathan Bernier,WSH + 2015-12-18,2015-12-18,,,,,,,,,,,
8,6,2015-12-21 WSH at CAR,WSH,60.0,48,80,37.5,35,53,39.77,21,32,39.62,2,1,66.67,2.47,3.82,39.34,24,47,33.8,2,1,66.67,11,19,36.67,2,1,66.67,13,28,31.71,0,0,-,19,28,40.43,0,0,-,9.52,96.88,1.064,0,3,0,0,-,11,13,19,36.67,8473541,Jonathan Bernier,WSH + 2015-12-21,2015-12-21,,,,,,,,,,,
9,7,2015-12-31 WSH at CAR,WSH,59.15,52,68,43.33,44,50,46.81,32,36,47.06,2,3,40.00,2.65,4.58,36.67,27,38,41.54,2,3,40.00,13,19,40.63,0,2,0.00,14,19,42.42,2,1,66.67,24,26,48.0,0,0,-,6.25,91.67,0.979,0,4,0,0,-,13,24,22,37.14,8473541,Jonathan Bernier,WSH + 2015-12-31,2015-12-31,,,,,,,,,,,
10,8,2016-01-10 OTT at WSH,WSH,60.0,60,54,52.63,48,43,52.75,36,33,52.17,7,1,87.50,2.86,2.69,51.54,36,28,56.25,5,0,100.00,10,9,52.63,2,0,100.00,26,19,57.78,3,0,100.00,19,23,45.24,2,1,66.67,19.44,96.97,1.164,0,3,0,0,-,25,25,21,54.35,8473541,Jonathan Bernier,WSH + 2016-01-10,2016-01-10,522.566666666667,236.0,361.0,22.0,23.66,96.0,10.0,0.9390581717451524,2.7165911845378563,0.3119132571390023,0.8958333333333334
11,9,2016-01-16 WSH at BUF,WSH,32.766666666667,41,19,68.33,32,17,65.31,23,13,63.89,1,1,50.00,2.27,0.89,71.79,13,8,61.9,1,0,100.00,6,3,66.67,0,0,-,7,5,58.33,1,0,100.00,25,10,71.43,0,1,0.00,4.35,92.31,0.967,0,2,0,0,-,11,6,9,55.0,8473541,Jonathan Bernier,WSH + 2016-01-16,2016-01-16,582.566666666667,269.0,404.0,23.0,26.35,105.0,10.0,0.943069306930693,2.7138524918464255,0.279506464800799,0.9047619047619048
12,10,2016-01-17 NYR at WSH,WSH,22.3,12,24,33.33,9,16,36.0,6,11,35.29,2,0,100.00,1.04,0.68,60.50,6,9,40.0,1,0,100.00,3,1,75.00,1,0,100.00,3,8,27.27,0,0,-,4,13,23.53,0,0,-,33.33,100.00,1.333,1,1,0,0,100.00,6,11,16,27.27,8473541,Jonathan Bernier,WSH + 2016-01-17,2016-01-17,615.3333333333339,282.0,421.0,24.0,27.24,108.0,10.0,0.9429928741092637,2.6561213434452844,0.2589934137703958,0.9074074074074074
13,11,2016-02-02 FLA at WSH,WSH,59.083333333333,64,29,68.82,48,26,64.86,37,18,67.27,2,4,33.33,3.34,1.88,63.93,38,21,64.41,2,3,40.00,13,10,56.52,2,2,50.00,25,11,69.44,0,1,0.00,22,7,75.86,0,1,0.00,5.41,77.78,0.832,2,4,0,0,100.00,35,19,15,70.0,8473541,Jonathan Bernier,WSH + 2016-02-02,2016-02-02,637.633333333334,293.0,437.0,24.0,27.92,109.0,10.0,0.9450800915331807,2.6272152229599013,0.24721560987651298,0.908256880733945
14,12,2016-02-13 WSH at DAL,WSH,18.25,18,19,48.65,14,13,51.85,11,10,52.38,3,0,100.00,1.02,0.69,59.40,10,10,50.0,3,0,100.00,3,3,50.00,2,0,100.00,7,7,50.0,1,0,100.00,8,8,50.0,0,0,-,27.27,100.00,1.273,0,1,0,0,-,5,6,3,62.5,8473541,Jonathan Bernier,WSH + 2016-02-13,2016-02-13,696.716666666667,311.0,463.0,28.0,29.8,119.0,12.0,0.9395248380129589,2.566322991172881,0.22100717097391018,0.8991596638655462
15,13,2016-02-16 L.A at WSH,WSH,60.0,56,79,41.48,45,61,42.45,32,40,44.44,3,1,75.00,2.97,3.21,48.09,30,30,50.0,2,1,66.67,10,13,43.48,2,0,100.00,20,17,54.05,0,1,0.00,21,43,32.81,1,0,100.00,9.38,97.50,1.069,0,3,0,0,-,18,15,25,41.86,8473541,Jonathan Bernier,WSH + 2016-02-16,2016-02-16,714.966666666667,321.0,476.0,28.0,30.49,122.0,12.0,0.9411764705882353,2.558720686279079,0.21472783044908106,0.9016393442622951
16,14,2016-02-24 MTL at WSH,WSH,36.5,47,32,59.49,36,25,59.02,24,16,60.0,3,1,75.00,2.19,1.28,63.22,18,18,50.0,2,1,66.67,8,6,57.14,1,0,100.00,10,12,45.45,1,1,50.00,26,11,70.27,1,0,100.00,12.5,93.75,1.063,0,2,0,0,-,21,15,7,75.0,8473541,Jonathan Bernier,WSH + 2016-02-24,2016-02-24,774.966666666667,361.0,537.0,29.0,33.7,135.0,12.0,0.9459962756052142,2.6091444793324436,0.20200697074275867,0.9111111111111111
17,15,2016-03-02 TOR at WSH,WSH,60.0,46,58,44.23,32,37,46.38,23,29,44.23,3,2,60.00,2.49,2.36,51.29,28,33,45.9,1,2,33.33,11,7,61.11,0,0,-,17,26,39.53,1,2,33.33,17,23,42.5,2,0,100.00,13.04,93.10,1.061,0,3,0,0,-,17,23,18,48.57,8473541,Jonathan Bernier,WSH + 2016-03-02,2016-03-02,811.466666666667,377.0,562.0,30.0,34.98,141.0,12.0,0.9466192170818505,2.5864278672362784,0.19124096948017164,0.9148936170212766
18,16,2016-03-05 WSH at BOS,WSH,62.483333333333,53,60,46.9,39,42,48.15,30,34,46.88,2,1,66.67,2.27,2.52,47.42,27,22,55.1,1,1,50.00,12,8,60.00,1,1,50.00,15,14,51.72,0,0,-,23,31,42.59,1,0,100.00,6.67,97.06,1.037,1,4,0,0,100.00,20,14,21,48.78,8473541,Jonathan Bernier,WSH + 2016-03-05,2016-03-05,871.466666666667,406.0,599.0,32.0,37.34,148.0,12.0,0.9465776293823038,2.5708384332925327,0.17700081012570978,0.918918918918919
19,17,2016-03-12 WSH at S.J,WSH,58.316666666667,47,55,46.08,30,40,42.86,23,27,46.0,2,4,33.33,1.75,2.21,44.20,17,24,41.46,1,3,25.00,10,12,45.45,1,3,25.00,7,12,36.84,0,0,-,25,22,53.19,1,1,50.00,8.7,85.19,0.939,0,3,0,1,-,20,18,17,54.05,8473541,Jonathan Bernier,WSH + 2016-03-12,2016-03-12,933.95,440.0,641.0,33.0,39.86,156.0,13.0,0.9485179407176287,2.560736656137909,0.16451009087025487,0.9166666666666666
20,18,2016-03-20 WSH at PIT,WSH,12.7,13,7,65.0,6,7,46.15,5,5,50.0,0,1,0.00,0.32,0.53,37.22,6,4,60.0,0,1,0.00,2,3,40.00,0,0,-,4,1,80.0,0,1,0.00,5,3,62.5,0,0,-,0.0,80.00,0.800,0,1,0,0,-,1,8,5,16.67,8473541,Jonathan Bernier,WSH + 2016-03-20,2016-03-20,992.266666666667,467.0,681.0,37.0,42.07,168.0,16.0,0.9456681350954479,2.54387261488847,0.15382191302066797,0.9047619047619048
21,19,2016-03-26 STL at WSH,WSH,59.733333333333,66,53,55.46,44,39,53.01,32,29,52.46,0,4,0.00,3.14,2.51,55.61,30,27,52.63,0,4,0.00,10,8,55.56,0,2,0.00,20,19,51.28,0,2,0.00,33,18,64.71,0,0,-,0.0,86.21,0.862,1,3,0,0,100.00,18,15,11,62.07,8473541,Jonathan Bernier,WSH + 2016-03-26,2016-03-26,1004.966666666667,472.0,688.0,38.0,42.6,171.0,16.0,0.9447674418604651,2.5433679392351314,0.15184789845843094,0.9064327485380117
22,20,2016-04-02 WSH at ARI,WSH,60.0,68,51,57.14,47,36,56.63,31,27,53.45,0,3,0.00,2.43,1.89,56.27,34,24,58.62,0,2,0.00,11,11,50.00,0,1,0.00,23,13,63.89,0,1,0.00,31,21,59.62,0,1,0.00,0.0,88.89,0.889,0,3,0,0,-,16,12,17,48.48,8473541,Jonathan Bernier,WSH + 2016-04-02,2016-04-02,1064.7,501.0,727.0,42.0,45.11,179.0,18.0,0.9422283356258597,2.542124542124542,0.14325863860944166,0.8994413407821229
23,21,2016-04-10 ANA at WSH,WSH,58.15,50,43,53.76,39,33,54.17,22,21,51.16,0,2,0.00,2.28,2.03,52.87,17,15,53.13,0,2,0.00,8,8,50.00,0,2,0.00,9,7,56.25,0,0,-,27,24,52.94,0,0,-,0.0,90.48,0.905,1,3,0,0,100.00,17,13,18,48.57,8473541,Jonathan Bernier,WSH + 2016-04-10,2016-04-10,1124.7,528.0,763.0,45.0,47.0,190.0,19.0,0.9410222804718218,2.507335289410509,0.13376021816006986,0.9
24,22,2016-10-18 COL at WSH,WSH,60.0,61,36,62.89,48,27,64.0,40,18,68.97,3,0,100.00,2.85,1.61,63.89,26,12,68.42,2,0,100.00,12,4,75.00,1,0,100.00,14,8,63.64,1,0,100.00,33,20,62.26,1,0,100.00,7.5,100.00,1.075,0,3,0,0,-,25,20,13,65.79,8473541,Jonathan Bernier,WSH + 2016-10-18,2016-10-18,1182.85,549.0,796.0,47.0,49.03,198.0,21.0,0.9409547738693468,2.487044003888913,0.126155167800934,0.8939393939393939
25,23,2016-10-29 WSH at VAN,WSH,60.0,62,44,58.49,44,36,55.0,35,25,58.33,5,2,71.43,4.12,2.11,66.16,40,23,63.49,4,2,66.67,17,9,65.38,3,2,60.00,23,14,62.16,1,0,100.00,18,18,50.0,0,0,-,14.29,92.00,1.063,0,3,0,0,-,23,25,21,52.27,8473541,Jonathan Bernier,WSH + 2016-10-29,2016-10-29,1242.85,567.0,823.0,47.0,50.64,202.0,21.0,0.9428918590522479,2.4447037051937084,0.11802085715220864,0.8960396039603961
26,24,2016-11-12 WSH at CAR,WSH,59.55,46,57,44.66,35,49,41.67,20,37,35.09,1,4,20.00,1.99,4.09,32.70,24,32,42.86,1,4,20.00,7,17,29.17,1,3,25.00,17,15,53.13,0,1,0.00,19,23,45.24,0,0,-,5.0,89.19,0.942,1,4,0,0,100.00,14,20,21,40.0,8473541,Jonathan Bernier,WSH + 2016-11-12,2016-11-12,1302.85,592.0,859.0,49.0,52.75,211.0,23.0,0.9429569266589057,2.429289634263346,0.11187579387941879,0.8909952606635071
27,25,2016-11-15 WSH at CBJ,WSH,60.616666666667,52,59,46.85,34,46,42.5,22,27,44.9,1,2,33.33,2.28,3.49,39.57,29,35,45.31,1,1,50.00,9,14,39.13,0,0,-,20,21,48.78,1,1,50.00,17,22,43.59,0,1,0.00,4.55,92.59,0.971,0,4,0,0,-,19,17,20,48.72,8473541,Jonathan Bernier,WSH + 2016-11-15,2016-11-15,1362.4,629.0,908.0,53.0,56.839999999999996,228.0,26.0,0.9416299559471366,2.5032295948326477,0.11024205496914186,0.8859649122807017
28,26,2016-11-25 BUF at WSH,WSH,60.0,64,66,49.23,51,52,49.51,32,33,49.23,3,1,75.00,3.73,2.79,57.17,29,34,46.03,3,1,75.00,14,9,60.87,2,0,100.00,15,25,37.5,1,1,50.00,31,30,50.82,0,0,-,9.38,96.97,1.063,0,3,0,0,-,28,17,22,56.0,8473541,Jonathan Bernier,WSH + 2016-11-25,2016-11-25,1423.0166666666669,656.0,954.0,55.0,60.33,242.0,26.0,0.9423480083857443,2.5437509516168695,0.10725458153243378,0.8925619834710744
29,27,2016-12-09 WSH at BUF,WSH,60.0,45,44,50.56,38,35,52.05,29,28,50.88,4,1,80.00,2.36,2.07,53.27,12,11,52.17,3,1,75.00,7,8,46.67,3,1,75.00,5,3,62.5,0,0,-,29,28,50.88,1,0,100.00,13.79,96.43,1.102,0,3,0,0,-,19,18,20,48.72,8473541,Jonathan Bernier,WSH + 2016-12-09,2016-12-09,1483.0166666666669,689.0,1006.0,56.0,63.12,251.0,26.0,0.9443339960238568,2.553713714163697,0.10331834179194781,0.896414342629482
30,28,2016-12-16 WSH at CAR,WSH,65.0,57,62,47.9,36,44,45.0,26,30,46.43,3,3,50.00,2.23,3.97,35.97,25,42,37.31,2,3,40.00,12,20,37.50,2,3,40.00,13,22,37.14,0,0,-,25,18,58.14,1,0,100.00,11.54,90.00,1.015,0,4,0,0,-,18,18,22,45.0,8473541,Jonathan Bernier,WSH + 2016-12-16,2016-12-16,1543.0166666666669,717.0,1041.0,57.0,65.19,259.0,27.0,0.9452449567723343,2.53490457005217,0.0985694305763365,0.8957528957528957
31,29,2016-12-31 WSH at N.J,WSH,60.0,41,49,45.56,31,36,46.27,26,23,53.06,6,2,75.00,1.8,2.66,40.34,18,26,40.91,6,2,75.00,9,15,37.50,5,2,71.43,9,11,45.0,1,0,100.00,21,20,51.22,0,0,-,23.08,91.30,1.144,0,3,0,0,-,18,19,25,41.86,8473541,Jonathan Bernier,WSH + 2016-12-31,2016-12-31,1608.0166666666669,747.0,1085.0,60.0,69.16,279.0,30.0,0.9447004608294931,2.580570267721105,0.09628893734306213,0.8924731182795699
32,30,2017-01-03 TOR at WSH,WSH,40.366666666667,33,31,51.56,26,24,52.0,18,17,51.43,4,2,66.67,1.6,1.3,55.27,19,12,61.29,3,2,60.00,6,5,54.55,1,2,33.33,13,7,65.0,2,0,100.00,12,14,46.15,1,0,100.00,22.22,88.24,1.105,0,3,0,0,-,8,16,10,44.44,8473541,Jonathan Bernier,WSH + 2017-01-03,2017-01-03,1668.0166666666669,770.0,1121.0,62.0,71.82,294.0,32.0,0.944692239072257,2.5834274237867323,0.0929281154827813,0.891156462585034
33,31,2017-01-15 PHI at WSH,WSH,59.916666666667,48,56,46.15,30,40,42.86,22,24,47.83,5,0,100.00,1.42,2.27,38.43,23,22,51.11,4,0,100.00,7,9,43.75,2,0,100.00,16,13,55.17,2,0,100.00,19,30,38.78,1,0,100.00,22.73,100.00,1.227,1,3,0,0,100.00,11,16,15,42.31,8473541,Jonathan Bernier,WSH + 2017-01-15,2017-01-15,1708.383333333334,787.0,1145.0,64.0,73.12,299.0,34.0,0.9441048034934498,2.568041910968459,0.09019200296075675,0.8862876254180602
34,32,2017-01-16 WSH at PIT,WSH,25.95,25,20,55.56,15,14,51.72,10,11,47.62,4,3,57.14,1.07,0.98,52.35,10,6,62.5,4,3,57.14,5,5,50.00,4,3,57.14,5,1,83.33,0,0,-,14,13,51.85,0,0,-,40.0,72.73,1.127,0,3,0,0,-,6,15,13,31.58,8473541,Jonathan Bernier,WSH + 2017-01-16,2017-01-16,1768.300000000001,811.0,1185.0,64.0,75.39,308.0,34.0,0.9459915611814346,2.558050104620255,0.08679692714879556,0.8896103896103896
35,33,2017-01-21 WSH at DAL,WSH,60.316666666667,50,61,45.05,36,45,44.44,22,35,38.6,4,3,57.14,2.36,3.48,40.37,29,37,43.94,3,3,50.00,7,12,36.84,2,3,40.00,22,25,46.81,1,0,100.00,19,18,51.35,1,0,100.00,18.18,91.43,1.096,0,4,0,0,-,14,22,28,33.33,8473541,Jonathan Bernier,WSH + 2017-01-21,2017-01-21,1794.250000000001,822.0,1199.0,67.0,76.37,313.0,37.0,0.9441201000834029,2.5538247178486824,0.08540029709957969,0.8817891373801917
36,34,2017-01-24 WSH at OTT,WSH,59.85,65,58,52.85,44,43,50.57,31,34,47.69,0,3,0.00,2.54,2.67,48.75,27,18,60.0,0,3,0.00,10,13,43.48,0,3,0.00,17,5,77.27,0,0,-,31,31,50.0,0,0,-,0.0,91.18,0.912,1,3,0,0,100.00,23,15,22,51.11,8473541,Jonathan Bernier,WSH + 2017-01-24,2017-01-24,1854.566666666668,857.0,1244.0,70.0,79.85,325.0,40.0,0.9437299035369775,2.583352804788179,0.08357810537266062,0.8769230769230769
37,35,2017-01-31 WSH at NYI,WSH,58.883333333333,56,52,51.85,40,43,48.19,27,28,49.09,1,2,33.33,2.23,2.08,51.77,29,25,53.7,1,2,33.33,7,12,36.84,0,1,0.00,22,13,62.86,1,1,50.00,26,25,50.98,0,0,-,3.7,92.86,0.966,0,5,0,0,-,14,16,17,45.16,8473541,Jonathan Bernier,WSH + 2017-01-31,2017-01-31,1914.4166666666679,891.0,1287.0,73.0,82.52,338.0,43.0,0.9432789432789432,2.5862708396813634,0.08105667542639536,0.8727810650887574
38,36,2017-02-05 L.A at WSH,WSH,60.0,35,80,30.43,25,51,32.89,20,38,34.48,5,0,100.00,1.47,3.13,31.96,20,42,32.26,5,0,100.00,6,13,31.58,2,0,100.00,14,29,32.56,3,0,100.00,13,32,28.89,0,0,-,25.0,100.00,1.250,0,3,0,0,-,11,14,27,28.95,8473541,Jonathan Bernier,WSH + 2017-02-05,2017-02-05,1973.300000000001,919.0,1330.0,75.0,84.6,350.0,44.0,0.943609022556391,2.572340748999137,0.07821438450309032,0.8742857142857143
39,37,2017-02-19 WSH at NYR,WSH,58.65,57,53,51.82,42,39,51.85,30,30,50.0,1,2,33.33,1.9,2.75,40.84,23,24,48.94,1,2,33.33,12,12,50.00,0,2,0.00,11,12,47.83,1,0,100.00,31,27,53.45,0,0,-,3.33,93.33,0.967,0,3,0,0,-,18,15,16,52.94,8473541,Jonathan Bernier,WSH + 2017-02-19,2017-02-19,2033.300000000001,957.0,1381.0,75.0,87.73,363.0,44.0,0.945691527878349,2.588796537648157,0.07639196983174609,0.8787878787878788
40,38,2017-02-25 WSH at NSH,WSH,58.25,46,48,48.94,37,36,50.68,25,25,50.0,2,4,33.33,2.0,1.68,54.41,20,18,52.63,1,3,25.00,6,7,46.15,1,1,50.00,14,11,56.0,0,2,0.00,23,26,46.94,1,1,50.00,8.0,84.00,0.920,0,4,0,0,-,18,24,18,50.0,8473541,Jonathan Bernier,WSH + 2017-02-25,2017-02-25,2091.950000000001,987.0,1420.0,77.0,90.48,375.0,46.0,0.9457746478873239,2.5950907048447607,0.07443076664867017,0.8773333333333333
41,39,2017-03-06 DAL at WSH,WSH,33.033333333333,53,15,77.94,39,10,79.59,29,10,74.36,2,0,100.00,3.42,0.62,84.63,29,7,80.56,2,0,100.00,12,2,85.71,1,0,100.00,17,5,77.27,1,0,100.00,21,7,75.0,0,0,-,6.9,100.00,1.069,0,3,0,0,-,23,9,5,82.14,8473541,Jonathan Bernier,WSH + 2017-03-06,2017-03-06,2118.383333333334,1001.0,1442.0,81.0,90.97999999999999,379.0,47.0,0.9438280166435506,2.576870726890788,0.07298596112449614,0.8759894459102903
42,40,2017-03-11 WSH at L.A,WSH,58.65,44,40,52.38,31,30,50.82,16,21,43.24,2,3,40.00,1.62,1.88,46.32,22,19,53.66,2,3,40.00,6,7,46.15,2,2,50.00,16,12,57.14,0,1,0.00,17,17,50.0,0,0,-,12.5,85.71,0.982,0,4,1,0,0.00,15,21,23,39.47,8473541,Jonathan Bernier,WSH + 2017-03-11,2017-03-11,2111.416666666667,996.0,1426.0,77.0,89.99,374.0,46.0,0.9460028050490884,2.5572403994158734,0.07266894610961948,0.8770053475935828
43,41,2017-03-29 WSH at COL,WSH,59.95,57,63,47.5,42,46,47.73,35,35,50.0,5,3,62.50,2.49,3.32,42.85,20,32,38.46,3,3,50.00,9,18,33.33,2,2,50.00,11,14,44.0,1,1,50.00,24,24,50.0,1,0,100.00,14.29,91.43,1.057,1,3,0,0,100.00,13,17,26,33.33,8473541,Jonathan Bernier,WSH + 2017-03-29,2017-03-29,2110.4,994.0,1417.0,76.0,89.31,372.0,45.0,0.9463655610444601,2.539139499620925,0.07218933376481022,0.8790322580645161
44,42,2017-03-31 WSH at ARI,WSH,6.8,6,1,85.71,5,1,83.33,5,0,100.0,0,0,-,0.13,0.01,94.20,1,0,100.0,0,0,-,0,0,-,0,0,-,1,0,100.0,0,0,-,5,1,83.33,0,0,-,0.0,-,-,0,1,0,0,-,2,3,2,50.0,8473541,Jonathan Bernier,WSH + 2017-03-31,2017-03-31,2106.6166666666672,1002.0,1425.0,78.0,90.18,380.0,47.0,0.9452631578947368,2.5684786822472048,0.07315461012595184,0.8763157894736842
45,43,2017-04-04 WSH at TOR,WSH,60.0,58,55,51.33,50,42,54.35,38,28,57.58,4,1,80.00,0.0,0.0,-,2,2,50.0,0,0,-,0,0,-,0,0,-,2,2,50.0,0,0,-,45,40,52.94,4,1,80.00,10.53,96.43,1.070,0,3,0,0,-,19,18,21,47.5,8473541,Jonathan Bernier,WSH + 2017-04-04,2017-04-04,2051.75,973.0,1381.0,75.0,87.6,371.0,47.0,0.945691527878349,2.561715608626782,0.07491309200322013,0.8733153638814016
46,44,2017-04-08 WSH at BOS,WSH,60.0,52,48,52.0,39,33,54.17,32,22,59.26,3,1,75.00,1.73,1.64,51.39,17,15,53.13,2,1,66.67,7,7,50.00,1,0,100.00,10,8,55.56,1,1,50.00,28,28,50.0,1,0,100.00,9.38,95.45,1.048,0,3,0,0,-,23,10,19,54.76,8473541,Jonathan Bernier,WSH + 2017-04-08,2017-04-08,2053.066666666667,970.0,1380.0,73.0,85.05,360.0,45.0,0.9471014492753623,2.4855500714378485,0.07263914353468187,0.875
47,45,2017-04-09 FLA at WSH,WSH,18.783333333333,19,10,65.52,17,7,70.83,11,6,64.71,0,1,0.00,1.24,0.87,58.81,10,8,55.56,0,1,0.00,3,6,33.33,0,1,0.00,7,2,77.78,0,0,-,9,1,90.0,0,0,-,0.0,83.33,0.833,0,1,0,0,-,3,4,3,50.0,8473541,Jonathan Bernier,WSH + 2017-04-09,2017-04-09,2056.15,967.0,1374.0,71.0,84.78,358.0,44.0,0.9483260553129549,2.473944021593755,0.07219154307595521,0.8770949720670391
48,0,2016-02-13 WPG at EDM,EDM,64.683333333333,56,66,45.9,36,50,41.86,22,33,40.0,1,1,50.00,2.93,3.28,47.14,25,26,49.02,1,1,50.00,17,10,62.96,0,0,-,8,16,33.33,1,1,50.00,28,34,45.16,0,0,-,4.55,96.97,1.015,1,4,0,0,100.00,25,20,24,51.02,8473541,Jonathan Bernier,EDM + 2016-02-13,2016-02-13,2044.0,966.0,1367.0,72.0,85.24,364.0,45.0,0.9473299195318216,2.502152641878669,0.07344870768724078,0.8763736263736264
49,1,2016-03-04 EDM at CBJ,EDM,60.0,77,49,61.11,52,42,55.32,36,27,57.14,3,6,33.33,4.29,3.1,58.11,34,31,52.31,2,6,25.00,15,14,51.72,1,2,33.33,19,17,52.78,1,4,20.00,36,14,72.0,1,0,100.00,8.33,77.78,0.861,0,3,0,0,-,22,25,11,66.67,8473541,Jonathan Bernier,EDM + 2016-03-04,2016-03-04,2048.683333333333,967.0,1364.0,72.0,84.7,355.0,44.0,0.9472140762463344,2.4806176324631273,0.07265010435049551,0.8760563380281691
50,2,2016-03-14 NSH at EDM,EDM,57.85,49,46,51.58,36,34,51.43,27,25,51.92,2,3,40.00,1.9,1.98,49.03,22,23,48.89,2,2,50.00,9,8,52.94,2,2,50.00,13,15,46.43,0,0,-,23,20,53.49,0,1,0.00,7.41,88.0,0.954,1,3,0,0,100.00,23,17,19,54.76,8473541,Jonathan Bernier,EDM + 2016-03-14,2016-03-14,2049.533333333333,958.0,1356.0,75.0,83.22,350.0,44.0,0.9446902654867256,2.4362619132810726,0.07132146251026139,0.8742857142857143
51,3,2016-03-20 COL at EDM,EDM,58.95,50,57,46.73,33,42,44.0,27,25,51.92,1,3,25.00,2.09,2.7,43.61,22,24,47.83,1,2,33.33,8,12,40.0,1,2,33.33,14,12,53.85,0,0,-,22,27,44.9,0,1,0.00,3.7,88.0,0.917,0,3,1,0,0.00,23,16,12,65.71,8473541,Jonathan Bernier,EDM + 2016-03-20,2016-03-20,2047.383333333333,950.0,1347.0,77.0,82.51,349.0,46.0,0.9428359317000743,2.4180132364074476,0.07086156843342163,0.8681948424068768
